#Duplication rate	Coverage
1.0	1.3932627E8
2.0	1.668453E7
3.0	3285700.0
4.0	1128780.0
5.0	494026.0
6.0	266337.0
7.0	158029.0
8.0	104539.0
9.0	71171.0
10.0	52323.0
11.0	38776.0
12.0	30241.0
13.0	23975.0
14.0	19353.0
15.0	15941.0
16.0	13694.0
17.0	11489.0
18.0	9859.0
19.0	8611.0
20.0	7487.0
21.0	6592.0
22.0	5936.0
23.0	5326.0
24.0	4916.0
25.0	4390.0
26.0	4047.0
27.0	3635.0
28.0	3244.0
29.0	3086.0
30.0	2826.0
31.0	2683.0
32.0	2380.0
33.0	2162.0
34.0	1987.0
35.0	1883.0
36.0	1815.0
37.0	1672.0
38.0	1561.0
39.0	1499.0
40.0	1414.0
41.0	1292.0
42.0	1232.0
43.0	1184.0
44.0	1114.0
45.0	1074.0
46.0	987.0
47.0	1010.0
48.0	932.0
49.0	831.0
50.0	28627.0
