#Duplication rate	Coverage
1.0	6.0179891E7
2.0	2368302.0
3.0	245520.0
4.0	69269.0
5.0	32250.0
6.0	20317.0
7.0	13765.0
8.0	10376.0
9.0	8244.0
10.0	6896.0
11.0	5852.0
12.0	5110.0
13.0	4350.0
14.0	3976.0
15.0	3436.0
16.0	3117.0
17.0	2819.0
18.0	2392.0
19.0	2124.0
20.0	1961.0
21.0	1662.0
22.0	1550.0
23.0	1241.0
24.0	1118.0
25.0	988.0
26.0	885.0
27.0	774.0
28.0	614.0
29.0	607.0
30.0	504.0
31.0	438.0
32.0	347.0
33.0	306.0
34.0	306.0
35.0	247.0
36.0	199.0
37.0	176.0
38.0	150.0
39.0	142.0
40.0	130.0
41.0	91.0
42.0	78.0
43.0	108.0
44.0	79.0
45.0	87.0
46.0	61.0
47.0	60.0
48.0	74.0
49.0	53.0
50.0	911.0
