#Mapping quality	mapping quality
0.0	4.7664396E7
1.0	1678880.0
2.0	1735038.0
3.0	2041216.0
4.0	2235605.0
5.0	2054341.0
6.0	2342364.0
7.0	2722249.0
8.0	3799899.0
9.0	2663869.0
10.0	1795274.0
11.0	1473739.0
12.0	1152134.0
13.0	982374.0
14.0	823650.0
15.0	819104.0
16.0	840402.0
17.0	911216.0
18.0	956671.0
19.0	986849.0
20.0	1181480.0
21.0	1384678.0
22.0	2066539.0
23.0	1802899.0
24.0	1443749.0
25.0	1265743.0
26.0	1075772.0
27.0	1154082.0
28.0	936035.0
29.0	915358.0
30.0	1344746.0
31.0	1026499.0
32.0	1130416.0
33.0	1252306.0
34.0	1194536.0
35.0	1037812.0
36.0	869054.0
37.0	832866.0
38.0	799796.0
39.0	798313.0
40.0	835240.0
41.0	788915.0
42.0	812022.0
43.0	895577.0
44.0	809492.0
45.0	891399.0
46.0	814577.0
47.0	746349.0
48.0	783724.0
49.0	664231.0
50.0	652760.0
51.0	653272.0
52.0	655200.0
53.0	582818.0
54.0	831529.0
55.0	644427.0
56.0	655693.0
57.0	638911.0
58.0	635744.0
59.0	576377.0
60.0	2.57003222E8
