#Duplication rate	Coverage
1.0	4077857.0
2.0	246384.0
3.0	22472.0
4.0	4442.0
5.0	1601.0
6.0	790.0
7.0	441.0
8.0	264.0
9.0	177.0
10.0	104.0
11.0	77.0
12.0	54.0
13.0	34.0
14.0	27.0
15.0	27.0
16.0	15.0
17.0	18.0
18.0	15.0
19.0	13.0
20.0	14.0
21.0	14.0
22.0	8.0
23.0	11.0
24.0	7.0
25.0	5.0
26.0	2.0
27.0	3.0
28.0	1.0
29.0	1.0
30.0	2.0
31.0	1.0
32.0	1.0
33.0	0.0
34.0	1.0
35.0	2.0
36.0	0.0
37.0	0.0
38.0	1.0
39.0	0.0
40.0	1.0
41.0	1.0
42.0	5.0
43.0	1.0
44.0	0.0
45.0	2.0
46.0	0.0
47.0	1.0
48.0	0.0
49.0	0.0
50.0	5.0
