#Duplication rate	Coverage
1.0	8697562.0
2.0	629298.0
3.0	62113.0
4.0	13036.0
5.0	6283.0
6.0	3932.0
7.0	2429.0
8.0	1761.0
9.0	1182.0
10.0	926.0
11.0	670.0
12.0	513.0
13.0	381.0
14.0	273.0
15.0	224.0
16.0	198.0
17.0	128.0
18.0	107.0
19.0	78.0
20.0	67.0
21.0	43.0
22.0	39.0
23.0	38.0
24.0	34.0
25.0	31.0
26.0	22.0
27.0	19.0
28.0	20.0
29.0	14.0
30.0	11.0
31.0	9.0
32.0	10.0
33.0	10.0
34.0	7.0
35.0	6.0
36.0	10.0
37.0	8.0
38.0	3.0
39.0	3.0
40.0	4.0
41.0	4.0
42.0	2.0
43.0	3.0
44.0	5.0
45.0	4.0
46.0	3.0
47.0	2.0
48.0	3.0
49.0	4.0
50.0	61.0
