#Duplication rate	Coverage
1.0	5.0965616E7
2.0	1929395.0
3.0	197368.0
4.0	57118.0
5.0	27905.0
6.0	17667.0
7.0	12562.0
8.0	9963.0
9.0	7886.0
10.0	6489.0
11.0	5516.0
12.0	4876.0
13.0	4177.0
14.0	3651.0
15.0	3208.0
16.0	2909.0
17.0	2601.0
18.0	2399.0
19.0	1968.0
20.0	1874.0
21.0	1688.0
22.0	1504.0
23.0	1395.0
24.0	1184.0
25.0	1029.0
26.0	891.0
27.0	763.0
28.0	737.0
29.0	618.0
30.0	527.0
31.0	468.0
32.0	383.0
33.0	333.0
34.0	281.0
35.0	283.0
36.0	220.0
37.0	222.0
38.0	200.0
39.0	149.0
40.0	142.0
41.0	114.0
42.0	129.0
43.0	97.0
44.0	95.0
45.0	91.0
46.0	83.0
47.0	74.0
48.0	88.0
49.0	48.0
50.0	973.0
