#Mapping quality	mapping quality
0.0	6.3242767E7
1.0	4031569.0
2.0	4058146.0
3.0	4458866.0
4.0	3988449.0
5.0	3782975.0
6.0	4028463.0
7.0	3559848.0
8.0	3743260.0
9.0	3869326.0
10.0	3751860.0
11.0	3028584.0
12.0	3240113.0
13.0	4656590.0
14.0	2753623.0
15.0	3633134.0
16.0	3331559.0
17.0	2985768.0
18.0	3252745.0
19.0	3108485.0
20.0	6327544.0
21.0	3868086.0
22.0	3927709.0
23.0	3758742.0
24.0	4243713.0
25.0	4337895.0
26.0	3972279.0
27.0	5895194.0
28.0	3938300.0
29.0	3899604.0
30.0	9297456.0
31.0	4707660.0
32.0	4728303.0
33.0	5714976.0
34.0	4933170.0
35.0	4969342.0
36.0	5342973.0
37.0	5189401.0
38.0	4850364.0
39.0	5390498.0
40.0	1.6093435E7
41.0	6128545.0
42.0	6439053.0
43.0	6689526.0
44.0	6164387.0
45.0	8392578.0
46.0	7304154.0
47.0	7331827.0
48.0	8825500.0
49.0	6954878.0
50.0	1.1409772E7
51.0	7591242.0
52.0	7744716.0
53.0	1.0294462E7
54.0	8022909.0
55.0	9405971.0
56.0	9209211.0
57.0	8788894.0
58.0	7989816.0
59.0	7931273.0
60.0	1.853800431E9
