#Duplication rate	Coverage
1.0	6716566.0
2.0	566048.0
3.0	60613.0
4.0	12266.0
5.0	5202.0
6.0	3092.0
7.0	1901.0
8.0	1198.0
9.0	821.0
10.0	582.0
11.0	394.0
12.0	238.0
13.0	223.0
14.0	136.0
15.0	95.0
16.0	100.0
17.0	71.0
18.0	63.0
19.0	48.0
20.0	33.0
21.0	31.0
22.0	25.0
23.0	26.0
24.0	27.0
25.0	14.0
26.0	17.0
27.0	14.0
28.0	15.0
29.0	18.0
30.0	9.0
31.0	13.0
32.0	13.0
33.0	5.0
34.0	7.0
35.0	6.0
36.0	6.0
37.0	3.0
38.0	8.0
39.0	11.0
40.0	1.0
41.0	4.0
42.0	3.0
43.0	3.0
44.0	3.0
45.0	6.0
46.0	0.0
47.0	1.0
48.0	2.0
49.0	1.0
50.0	32.0
