#Duplication rate	Coverage
1.0	5.274898E7
2.0	5650398.0
3.0	707326.0
4.0	172611.0
5.0	51236.0
6.0	28620.0
7.0	16911.0
8.0	12528.0
9.0	9664.0
10.0	8050.0
11.0	6829.0
12.0	5801.0
13.0	5135.0
14.0	4590.0
15.0	4020.0
16.0	3443.0
17.0	3100.0
18.0	2857.0
19.0	2537.0
20.0	2321.0
21.0	2035.0
22.0	1817.0
23.0	1711.0
24.0	1498.0
25.0	1404.0
26.0	1186.0
27.0	1100.0
28.0	997.0
29.0	862.0
30.0	826.0
31.0	681.0
32.0	675.0
33.0	601.0
34.0	507.0
35.0	499.0
36.0	423.0
37.0	370.0
38.0	342.0
39.0	273.0
40.0	245.0
41.0	229.0
42.0	228.0
43.0	169.0
44.0	166.0
45.0	186.0
46.0	124.0
47.0	156.0
48.0	104.0
49.0	101.0
50.0	2150.0
