#GC Content (%)	Sample
1.0	3.2607139724528363E-7
2.0	1.0869046574842788E-7
3.0	1.0869046574842788E-7
4.0	2.1738093149685576E-7
5.0	6.521427944905673E-7
6.0	1.6303569862264182E-6
7.0	1.4129760547295624E-6
8.0	1.4129760547295624E-6
9.0	2.2824997807169857E-6
10.0	1.956428383471702E-6
11.0	4.5649995614339705E-6
12.0	6.195356547660389E-6
13.0	7.282261205144668E-6
14.0	1.3368927287056629E-5
15.0	2.3042378738666708E-5
16.0	3.815035347769819E-5
17.0	7.695284974988693E-5
18.0	1.3445010613080525E-4
19.0	2.6313961757694386E-4
20.0	5.032368564152211E-4
21.0	9.237602683958884E-4
22.0	0.0016168793684736133
23.0	0.002699001645464961
24.0	0.00433066291728036
25.0	0.007494859756148593
26.0	0.008898923192686784
27.0	0.013351862883934125
28.0	0.017710241869980336
29.0	0.022542728667621185
30.0	0.027664223413687107
31.0	0.03303929301634411
32.0	0.03822578466092759
33.0	0.04287317159539888
34.0	0.04609160497667557
35.0	0.04761664090159176
36.0	0.04815041977888229
37.0	0.048174549062278436
38.0	0.04705579809832987
39.0	0.045189148039566376
40.0	0.042849477073865716
41.0	0.04073055644410011
42.0	0.0387956487728466
43.0	0.036915955858193295
44.0	0.03523929673355804
45.0	0.03174131147437639
46.0	0.028399623104940968
47.0	0.02547454529071928
48.0	0.02275760971840583
49.0	0.020787921098112817
50.0	0.018891489851734247
51.0	0.018752148674644767
52.0	0.01395096473113946
53.0	0.014195735660004916
54.0	0.012916883640008916
55.0	0.01173726601524123
56.0	0.010605146124005604
57.0	0.009538131821753289
58.0	0.008614154172425904
59.0	0.007821800677119864
60.0	0.007158680145588705
61.0	0.006535666395918716
62.0	0.005849177414251646
63.0	0.0051031260573544375
64.0	0.0042842520884057815
65.0	0.0034444008595676794
66.0	0.002713783548806747
67.0	0.002125442057710507
68.0	0.0016252485343362423
69.0	0.0012723305920510966
70.0	9.620193123393351E-4
71.0	7.23443740021536E-4
72.0	5.151928076475482E-4
73.0	4.063936514333719E-4
74.0	3.061810420133213E-4
75.0	2.5857461801550994E-4
76.0	1.9281688623771107E-4
77.0	1.489059380753462E-4
78.0	1.1836391720003797E-4
79.0	1.0684272783070459E-4
80.0	9.119130076293097E-5
81.0	6.27143987368429E-5
82.0	4.9128090518289405E-5
83.0	3.8585115340691897E-5
84.0	2.5868330848125836E-5
85.0	2.0651188492201295E-5
86.0	1.7173093588251606E-5
87.0	1.0977737040591214E-5
88.0	9.456070520113226E-6
89.0	8.477856328377374E-6
90.0	3.6954758354465474E-6
91.0	2.0651188492201295E-6
92.0	1.3042855889811345E-6
93.0	5.434523287421394E-7
94.0	6.521427944905673E-7
95.0	3.2607139724528363E-7
96.0	3.2607139724528363E-7
97.0	4.347618629937115E-7
98.0	5.434523287421394E-7
99.0	9.78214191735851E-7
100.0	3.5835246557256665E-4
