#Mapping quality	mapping quality
0.0	5.6989741E7
1.0	3999326.0
2.0	3995787.0
3.0	4329257.0
4.0	3816207.0
5.0	3637805.0
6.0	3821088.0
7.0	3425079.0
8.0	3459715.0
9.0	3653751.0
10.0	3520328.0
11.0	2844305.0
12.0	3074008.0
13.0	4309985.0
14.0	2708631.0
15.0	3477501.0
16.0	3216753.0
17.0	2846777.0
18.0	3140068.0
19.0	3009967.0
20.0	5627312.0
21.0	3629768.0
22.0	3619211.0
23.0	3441484.0
24.0	3987164.0
25.0	4092001.0
26.0	3789560.0
27.0	5643022.0
28.0	3701971.0
29.0	3706510.0
30.0	7850610.0
31.0	4396323.0
32.0	4446558.0
33.0	5285686.0
34.0	4588939.0
35.0	4669053.0
36.0	5098294.0
37.0	5023137.0
38.0	4744971.0
39.0	5264795.0
40.0	1.5605405E7
41.0	5900300.0
42.0	6260159.0
43.0	6510244.0
44.0	6123846.0
45.0	8250394.0
46.0	7435169.0
47.0	7221814.0
48.0	8918780.0
49.0	7102721.0
50.0	1.1925215E7
51.0	7950459.0
52.0	8312105.0
53.0	1.1199238E7
54.0	8757284.0
55.0	1.0702583E7
56.0	1.0998826E7
57.0	1.0676236E7
58.0	1.0106377E7
59.0	1.0034064E7
60.0	1.927846194E9
