#Duplication rate	Coverage
1.0	1.60237521E8
2.0	1.1777526E7
3.0	1862044.0
4.0	528441.0
5.0	206305.0
6.0	100984.0
7.0	58270.0
8.0	38037.0
9.0	26856.0
10.0	20534.0
11.0	16515.0
12.0	13594.0
13.0	11344.0
14.0	9928.0
15.0	8615.0
16.0	7623.0
17.0	6646.0
18.0	6172.0
19.0	5545.0
20.0	5162.0
21.0	4579.0
22.0	4429.0
23.0	4069.0
24.0	3721.0
25.0	3663.0
26.0	3455.0
27.0	3108.0
28.0	2951.0
29.0	2838.0
30.0	2735.0
31.0	2564.0
32.0	2323.0
33.0	2175.0
34.0	2090.0
35.0	2056.0
36.0	1880.0
37.0	1812.0
38.0	1651.0
39.0	1600.0
40.0	1485.0
41.0	1442.0
42.0	1391.0
43.0	1284.0
44.0	1215.0
45.0	1185.0
46.0	1110.0
47.0	1096.0
48.0	1071.0
49.0	989.0
50.0	16636.0
