#Duplication rate	Coverage
1.0	4.7346396E7
2.0	5063996.0
3.0	574759.0
4.0	149519.0
5.0	40678.0
6.0	24035.0
7.0	14478.0
8.0	10726.0
9.0	8387.0
10.0	7127.0
11.0	6054.0
12.0	5315.0
13.0	4679.0
14.0	4338.0
15.0	4002.0
16.0	3688.0
17.0	3353.0
18.0	2991.0
19.0	2798.0
20.0	2625.0
21.0	2325.0
22.0	2185.0
23.0	1888.0
24.0	1807.0
25.0	1645.0
26.0	1480.0
27.0	1331.0
28.0	1279.0
29.0	1177.0
30.0	1015.0
31.0	927.0
32.0	847.0
33.0	758.0
34.0	695.0
35.0	620.0
36.0	596.0
37.0	527.0
38.0	452.0
39.0	410.0
40.0	351.0
41.0	338.0
42.0	288.0
43.0	255.0
44.0	201.0
45.0	193.0
46.0	195.0
47.0	176.0
48.0	155.0
49.0	154.0
50.0	2468.0
