#Duplication rate	Coverage
1.0	1.35833224E8
2.0	1.6520323E7
3.0	3014675.0
4.0	957047.0
5.0	393508.0
6.0	208900.0
7.0	121890.0
8.0	79402.0
9.0	54388.0
10.0	39212.0
11.0	28787.0
12.0	22978.0
13.0	18196.0
14.0	14492.0
15.0	12163.0
16.0	10201.0
17.0	8708.0
18.0	7557.0
19.0	6383.0
20.0	5724.0
21.0	4867.0
22.0	4523.0
23.0	4014.0
24.0	3597.0
25.0	3322.0
26.0	3009.0
27.0	2781.0
28.0	2545.0
29.0	2323.0
30.0	2218.0
31.0	2039.0
32.0	1924.0
33.0	1776.0
34.0	1641.0
35.0	1541.0
36.0	1470.0
37.0	1273.0
38.0	1281.0
39.0	1200.0
40.0	1095.0
41.0	1055.0
42.0	955.0
43.0	923.0
44.0	873.0
45.0	813.0
46.0	797.0
47.0	739.0
48.0	665.0
49.0	692.0
50.0	20250.0
