#Mapping quality	mapping quality
0.0	6.1236825E7
1.0	4496746.0
2.0	4498157.0
3.0	4760135.0
4.0	4255065.0
5.0	4026227.0
6.0	4212429.0
7.0	3726791.0
8.0	3897820.0
9.0	3972550.0
10.0	3939998.0
11.0	3188557.0
12.0	3409632.0
13.0	4709947.0
14.0	3009252.0
15.0	3807481.0
16.0	3537363.0
17.0	3188150.0
18.0	3438148.0
19.0	3303600.0
20.0	6405344.0
21.0	4022286.0
22.0	4073817.0
23.0	3939707.0
24.0	4445370.0
25.0	4497757.0
26.0	4227566.0
27.0	5796950.0
28.0	4184557.0
29.0	4165949.0
30.0	9327573.0
31.0	4896123.0
32.0	4979118.0
33.0	5898563.0
34.0	5172672.0
35.0	5255474.0
36.0	5668556.0
37.0	5483752.0
38.0	5199988.0
39.0	5679338.0
40.0	1.5742213E7
41.0	6502595.0
42.0	6773948.0
43.0	6979011.0
44.0	6571088.0
45.0	8933892.0
46.0	7710378.0
47.0	7674450.0
48.0	9284669.0
49.0	7488110.0
50.0	1.2002391E7
51.0	8264255.0
52.0	8461696.0
53.0	1.1167303E7
54.0	8812381.0
55.0	1.0518873E7
56.0	1.0542348E7
57.0	1.0019894E7
58.0	9329300.0
59.0	9240990.0
60.0	1.968441665E9
