#Duplication rate	Coverage
1.0	6.0678883E7
2.0	2662645.0
3.0	297649.0
4.0	80586.0
5.0	36019.0
6.0	21735.0
7.0	14744.0
8.0	11339.0
9.0	8865.0
10.0	7555.0
11.0	6329.0
12.0	5336.0
13.0	4846.0
14.0	4113.0
15.0	3643.0
16.0	3278.0
17.0	2898.0
18.0	2667.0
19.0	2217.0
20.0	2090.0
21.0	1853.0
22.0	1660.0
23.0	1545.0
24.0	1299.0
25.0	1197.0
26.0	1038.0
27.0	915.0
28.0	855.0
29.0	770.0
30.0	623.0
31.0	558.0
32.0	501.0
33.0	431.0
34.0	407.0
35.0	316.0
36.0	297.0
37.0	251.0
38.0	253.0
39.0	195.0
40.0	181.0
41.0	149.0
42.0	148.0
43.0	137.0
44.0	115.0
45.0	116.0
46.0	91.0
47.0	91.0
48.0	101.0
49.0	89.0
50.0	1423.0
