#Duplication rate	Coverage
1.0	1.39348652E8
2.0	1.4530069E7
3.0	2288498.0
4.0	615934.0
5.0	225608.0
6.0	107783.0
7.0	60438.0
8.0	39067.0
9.0	27542.0
10.0	20470.0
11.0	16279.0
12.0	13055.0
13.0	10799.0
14.0	9175.0
15.0	8151.0
16.0	7052.0
17.0	6294.0
18.0	5658.0
19.0	4902.0
20.0	4369.0
21.0	3932.0
22.0	3683.0
23.0	3232.0
24.0	2952.0
25.0	2774.0
26.0	2618.0
27.0	2377.0
28.0	2295.0
29.0	2093.0
30.0	1987.0
31.0	1867.0
32.0	1717.0
33.0	1723.0
34.0	1573.0
35.0	1496.0
36.0	1435.0
37.0	1335.0
38.0	1309.0
39.0	1338.0
40.0	1219.0
41.0	1171.0
42.0	1166.0
43.0	1147.0
44.0	1096.0
45.0	1121.0
46.0	1076.0
47.0	1019.0
48.0	1024.0
49.0	1025.0
50.0	41882.0
