#Mapping quality	mapping quality
0.0	3.3232175E7
1.0	5910850.0
2.0	5249868.0
3.0	5059720.0
4.0	4684744.0
5.0	4514695.0
6.0	4485051.0
7.0	4140383.0
8.0	4228830.0
9.0	4186460.0
10.0	4282061.0
11.0	3922276.0
12.0	4035067.0
13.0	4541035.0
14.0	3856418.0
15.0	4260417.0
16.0	4161534.0
17.0	4031127.0
18.0	4127529.0
19.0	4003257.0
20.0	5445378.0
21.0	4430102.0
22.0	4477125.0
23.0	4458619.0
24.0	4836299.0
25.0	4906315.0
26.0	5025961.0
27.0	5305683.0
28.0	5054205.0
29.0	5097588.0
30.0	7504775.0
31.0	5659428.0
32.0	5852824.0
33.0	6271594.0
34.0	6171063.0
35.0	6298293.0
36.0	7003908.0
37.0	6726297.0
38.0	6688923.0
39.0	6736210.0
40.0	1.1457959E7
41.0	7427682.0
42.0	8081093.0
43.0	7858763.0
44.0	7944553.0
45.0	1.0712057E7
46.0	8999256.0
47.0	8568067.0
48.0	1.1476733E7
49.0	9049143.0
50.0	1.3056935E7
51.0	1.1706918E7
52.0	1.193646E7
53.0	1.3200894E7
54.0	1.2557012E7
55.0	1.4156961E7
56.0	1.5791404E7
57.0	1.7062555E7
58.0	1.7994726E7
59.0	1.799084E7
60.0	2.178833561E9
61.0	1.1643796E7
62.0	6349085.0
63.0	2013666.0
64.0	398529.0
65.0	988952.0
66.0	158353.0
67.0	29952.0
68.0	10787.0
69.0	381.0
70.0	155000.0
