#Duplication rate	Coverage
1.0	6.1707243E7
2.0	5873439.0
3.0	614620.0
4.0	183369.0
5.0	54913.0
6.0	31773.0
7.0	19647.0
8.0	14207.0
9.0	10531.0
10.0	8090.0
11.0	6285.0
12.0	4943.0
13.0	3857.0
14.0	3035.0
15.0	2443.0
16.0	1857.0
17.0	1569.0
18.0	1242.0
19.0	1033.0
20.0	782.0
21.0	724.0
22.0	569.0
23.0	463.0
24.0	397.0
25.0	365.0
26.0	283.0
27.0	255.0
28.0	208.0
29.0	162.0
30.0	176.0
31.0	135.0
32.0	133.0
33.0	117.0
34.0	81.0
35.0	92.0
36.0	61.0
37.0	80.0
38.0	60.0
39.0	59.0
40.0	46.0
41.0	48.0
42.0	44.0
43.0	42.0
44.0	38.0
45.0	33.0
46.0	34.0
47.0	34.0
48.0	25.0
49.0	30.0
50.0	667.0
