#Mapping quality	mapping quality
0.0	7.2288986E7
1.0	5261014.0
2.0	5238598.0
3.0	5310161.0
4.0	4837074.0
5.0	4622527.0
6.0	4722176.0
7.0	4350183.0
8.0	4670653.0
9.0	4405520.0
10.0	4643498.0
11.0	3888489.0
12.0	4000824.0
13.0	5111185.0
14.0	3596725.0
15.0	4412046.0
16.0	4197580.0
17.0	3857549.0
18.0	4039584.0
19.0	3893645.0
20.0	7485509.0
21.0	4766929.0
22.0	4950470.0
23.0	4660056.0
24.0	5230437.0
25.0	5228764.0
26.0	5112646.0
27.0	6238258.0
28.0	5072301.0
29.0	4974797.0
30.0	1.4710527E7
31.0	5980041.0
32.0	6220681.0
33.0	6934957.0
34.0	6589023.0
35.0	6573141.0
36.0	7035272.0
37.0	6380494.0
38.0	6188801.0
39.0	6517694.0
40.0	1.9445399E7
41.0	7715010.0
42.0	8503629.0
43.0	8669540.0
44.0	7616845.0
45.0	1.3820719E7
46.0	9015382.0
47.0	9449214.0
48.0	1.3398754E7
49.0	9077082.0
50.0	1.4250281E7
51.0	1.1215705E7
52.0	1.0625088E7
53.0	1.2253948E7
54.0	1.0754068E7
55.0	1.1504982E7
56.0	1.1417967E7
57.0	1.085559E7
58.0	9907359.0
59.0	9121079.0
60.0	1.917063719E9
