#Position (bp)	mapping quality
3519247.5	53.45488927742328
1.05577415E7	56.64124212478813
1.75962355E7	55.78251284740122
2.46347295E7	53.76395226772922
3.16732235E7	53.33583093226192
3.87117175E7	53.83217367123505
4.57502115E7	53.756387930215624
5.27887055E7	53.06942134065168
5.98271995E7	51.125239490611655
6.68656935E7	53.50109764583449
7.39041875E7	50.5143655345696
8.09426815E7	51.40255572152148
8.79811755E7	48.14748268527541
9.50196695E7	52.85250825943941
1.020581635E8	51.252823216027615
1.090966575E8	54.675227086274305
1.161351515E8	49.372380507209094
1.231736455E8	39.26427620798683
1.302121395E8	50.83304047313026
1.372506335E8	53.54976620062036
1.442891275E8	52.30314207929269
1.513276215E8	53.40920608342691
1.583661155E8	54.282628580963724
1.654046095E8	56.37763059432067
1.724431035E8	49.570284633715985
1.794815975E8	56.424558109749306
1.865200915E8	57.45565238938053
1.935585855E8	57.412775770990216
2.005970795E8	56.69158088551615
2.06554927E8	57.093680605525144
2.10074174E8	57.50714424761534
2.146740675E8	56.35548939981756
2.217125615E8	57.44682811611329
2.287510555E8	56.76941393661311
2.357895495E8	53.63845902575004
2.428280435E8	53.91495056514936
2.498665375E8	51.66613273687658
2.569050315E8	52.14011200381167
2.639435255E8	55.543969897052754
2.709820195E8	54.26460056061932
2.780205135E8	52.73227435944252
2.850590075E8	50.47788577598158
2.920975015E8	55.99214832332928
2.991359955E8	54.339452537259135
3.061744895E8	52.814314245036776
3.132129835E8	53.68838905802984
3.202514775E8	53.83122727905027
3.272899715E8	38.39280216119435
3.343284655E8	43.449683003053316
3.413669595E8	53.17490182902501
3.484054535E8	51.7818875965137
3.554439475E8	50.49827962755956
3.624824415E8	53.380502142884836
3.695209355E8	54.564825947997676
3.765594295E8	54.66673195423657
3.835979235E8	56.421281358474886
3.906364175E8	53.61846085974946
3.976749115E8	57.23659755082002
4.047134055E8	56.86490919327946
4.08526901E8	39.277093641876554
4.12046148E8	55.65245453782672
4.187903935E8	57.90532762325153
4.258288875E8	55.38567810698925
4.328673815E8	56.404975559666475
4.399058755E8	54.978261704866384
4.469443695E8	50.99568875403685
4.539828635E8	51.00221863495452
4.610213575E8	46.81660939302737
4.680598515E8	42.819373100115946
4.750983455E8	55.96719663709097
4.821368395E8	52.341552290585554
4.891753335E8	54.72747095522223
4.962138275E8	52.76693449616077
5.032523215E8	54.279940587556624
5.102908155E8	52.970980782321035
5.173293095E8	53.46007100591716
5.243678035E8	53.68954569615308
5.314062975E8	56.030846464971304
5.384447915E8	52.13048806628083
5.454832855E8	52.15897705527495
5.525217795E8	52.91672446425489
5.595602735E8	54.2552076774465
5.665987675E8	53.092979323099215
5.736372615E8	56.58683333940741
5.806757555E8	55.65836278494434
5.877142495E8	50.748050550392854
5.918006215E8	51.04221792382262
5.953198685E8	47.4562069975853
6.017912375E8	40.87006701200479
6.088297315E8	56.19506376990583
6.158682255E8	53.18087042819838
6.229067195E8	53.68086036859451
6.299452135E8	54.446201329160324
6.369837075E8	51.115374198382774
6.440222015E8	53.72717408365351
6.510606955E8	52.70539412136031
6.580991895E8	48.39774954975057
6.651376835E8	48.82027789930096
6.721761775E8	49.61226020274136
6.792146715E8	53.59697118924216
6.862531655E8	49.489991281372674
6.932916595E8	51.51952035454099
7.003301535E8	51.60731184396635
7.073686475E8	52.19258250715701
7.144071415E8	52.10179421371544
7.214456355E8	52.98426966292135
7.284841295E8	52.39175367892807
7.355226235E8	52.438262584444324
7.425611175E8	55.626739063121704
7.495996115E8	55.02241524507941
7.566381055E8	57.49383320795648
7.636765995E8	57.01487282551169
7.683379745E8	54.576819695953056
7.718572215E8	50.89947736094994
7.777535875E8	56.685946999908715
7.847920815E8	56.11442594832999
7.918305755E8	53.03181705981271
7.988690695E8	54.747241865431455
8.059075635E8	53.178516078384234
8.129460575E8	49.13448098667737
8.199845515E8	52.7806917765424
8.270230455E8	50.63301084474205
8.340615395E8	52.05135030544709
8.411000335E8	50.30716364229459
8.481385275E8	36.90869639885105
8.551770215E8	40.85283731630357
8.622155155E8	46.93591131582971
8.692540095E8	34.443427649716384
8.762925035E8	32.44315477926011
8.833309975E8	47.737341904887074
8.903694915E8	55.192947213523
8.974079855E8	51.323188848066195
9.044464795E8	49.65584466068824
9.114849735E8	47.68726897771668
9.185234675E8	55.202726429338036
9.255619615E8	54.736509828819734
9.326004555E8	57.053833946174706
9.396389495E8	57.36460953697305
9.442718855E8	57.88622623825031
9.477911325E8	51.50622239406828
9.537159375E8	55.87281331226931
9.607544315E8	54.39093417684833
9.677929255E8	53.137283525034135
