#Duplication rate	Coverage
1.0	6124349.0
2.0	432708.0
3.0	46185.0
4.0	10518.0
5.0	5371.0
6.0	3336.0
7.0	2148.0
8.0	1500.0
9.0	965.0
10.0	739.0
11.0	579.0
12.0	375.0
13.0	279.0
14.0	200.0
15.0	172.0
16.0	136.0
17.0	112.0
18.0	73.0
19.0	61.0
20.0	59.0
21.0	45.0
22.0	35.0
23.0	31.0
24.0	21.0
25.0	12.0
26.0	22.0
27.0	13.0
28.0	13.0
29.0	10.0
30.0	10.0
31.0	13.0
32.0	9.0
33.0	6.0
34.0	10.0
35.0	8.0
36.0	12.0
37.0	5.0
38.0	9.0
39.0	2.0
40.0	4.0
41.0	11.0
42.0	3.0
43.0	6.0
44.0	4.0
45.0	1.0
46.0	1.0
47.0	6.0
48.0	2.0
49.0	5.0
50.0	42.0
