#Duplication rate	Coverage
1.0	7.5760084E7
2.0	4219424.0
3.0	479202.0
4.0	124954.0
5.0	51767.0
6.0	29991.0
7.0	19807.0
8.0	14608.0
9.0	11146.0
10.0	8815.0
11.0	7286.0
12.0	6360.0
13.0	5095.0
14.0	4473.0
15.0	3891.0
16.0	3631.0
17.0	3178.0
18.0	2906.0
19.0	2764.0
20.0	2485.0
21.0	2433.0
22.0	2307.0
23.0	2157.0
24.0	2069.0
25.0	1956.0
26.0	1852.0
27.0	1679.0
28.0	1591.0
29.0	1490.0
30.0	1409.0
31.0	1219.0
32.0	1191.0
33.0	1136.0
34.0	1120.0
35.0	1016.0
36.0	945.0
37.0	872.0
38.0	820.0
39.0	704.0
40.0	660.0
41.0	603.0
42.0	587.0
43.0	560.0
44.0	480.0
45.0	450.0
46.0	421.0
47.0	405.0
48.0	360.0
49.0	325.0
50.0	4156.0
