#Duplication rate	Coverage
1.0	1.29821681E8
2.0	1.4937078E7
3.0	2643245.0
4.0	841427.0
5.0	342823.0
6.0	181266.0
7.0	104895.0
8.0	68786.0
9.0	46946.0
10.0	34314.0
11.0	25764.0
12.0	20086.0
13.0	16039.0
14.0	13079.0
15.0	10803.0
16.0	9325.0
17.0	7863.0
18.0	6902.0
19.0	5849.0
20.0	5296.0
21.0	4700.0
22.0	4292.0
23.0	3587.0
24.0	3409.0
25.0	3082.0
26.0	2840.0
27.0	2598.0
28.0	2368.0
29.0	2239.0
30.0	1968.0
31.0	1898.0
32.0	1745.0
33.0	1695.0
34.0	1462.0
35.0	1406.0
36.0	1350.0
37.0	1257.0
38.0	1230.0
39.0	1125.0
40.0	1033.0
41.0	1010.0
42.0	940.0
43.0	895.0
44.0	838.0
45.0	777.0
46.0	701.0
47.0	706.0
48.0	671.0
49.0	618.0
50.0	21104.0
