#Mapping quality	mapping quality
0.0	3.9588811E7
1.0	6289863.0
2.0	5551908.0
3.0	5248201.0
4.0	4784566.0
5.0	4575906.0
6.0	4512737.0
7.0	4135870.0
8.0	4227744.0
9.0	4150534.0
10.0	4261133.0
11.0	3867188.0
12.0	4015669.0
13.0	4470260.0
14.0	3801868.0
15.0	4217390.0
16.0	4112103.0
17.0	3985490.0
18.0	4107989.0
19.0	3978184.0
20.0	5477105.0
21.0	4439592.0
22.0	4503225.0
23.0	4474974.0
24.0	4885767.0
25.0	4991103.0
26.0	5023228.0
27.0	5370807.0
28.0	5108095.0
29.0	5129529.0
30.0	7644084.0
31.0	5695916.0
32.0	5912423.0
33.0	6366913.0
34.0	6228543.0
35.0	6376953.0
36.0	7124948.0
37.0	6802085.0
38.0	6762302.0
39.0	6795402.0
40.0	1.1645559E7
41.0	7546893.0
42.0	8303740.0
43.0	8046703.0
44.0	8181096.0
45.0	1.0955824E7
46.0	9298552.0
47.0	8833547.0
48.0	1.1755834E7
49.0	9379727.0
50.0	1.3428825E7
51.0	1.1954611E7
52.0	1.2181089E7
53.0	1.3706732E7
54.0	1.286522E7
55.0	1.493941E7
56.0	1.7040939E7
57.0	1.8665611E7
58.0	2.0214247E7
59.0	2.0461216E7
60.0	2.154571046E9
61.0	1.1099008E7
62.0	6223747.0
63.0	2033871.0
64.0	387787.0
65.0	1027616.0
66.0	165547.0
67.0	31528.0
68.0	10953.0
69.0	359.0
70.0	169986.0
