#Coverage (X)	Coverage
1.0	98.48609042402263
2.0	95.25317693243201
3.0	89.00328017815902
4.0	79.69442144580631
5.0	68.2125182947288
6.0	55.955748897120486
7.0	44.256257855533605
8.0	34.06164884195863
9.0	25.8148393063598
10.0	19.529798026386416
11.0	14.963101419829798
12.0	11.76010324709479
13.0	9.561517361346375
14.0	8.062118285395215
15.0	7.029614621163105
16.0	6.29664147319977
17.0	5.755495050613433
18.0	5.335408422573394
19.0	4.993161651454471
20.0	4.702652731376702
21.0	4.448591147154005
22.0	4.2203530183738565
23.0	4.0130487590101325
24.0	3.8229523364565097
25.0	3.6462626370265525
26.0	3.4825205977697777
27.0	3.3296253901781085
28.0	3.1869046855448033
29.0	3.053344020551492
30.0	2.9282443019902047
31.0	2.810802114246272
32.0	2.7003374023964284
33.0	2.5962517358526043
34.0	2.4980023941142377
35.0	2.405160849421449
36.0	2.3172791660542487
37.0	2.233914435878475
38.0	2.1546141391987845
39.0	2.079219980995532
40.0	2.0074547786303754
41.0	1.9391163566099863
42.0	1.87402878639665
43.0	1.8115393690490151
44.0	1.752093452559052
45.0	1.695063180174401
46.0	1.640481194235619
47.0	1.5883134846030487
48.0	1.5381218749880503
49.0	1.4899314663524166
50.0	1.4435992312718042
51.0	1.3991391804450615
