#Duplication rate	Coverage
1.0	4.4174243E7
2.0	7308891.0
3.0	1121792.0
4.0	323128.0
5.0	71678.0
6.0	42250.0
7.0	18606.0
8.0	13245.0
9.0	9110.0
10.0	7333.0
11.0	5983.0
12.0	5195.0
13.0	4594.0
14.0	4172.0
15.0	3726.0
16.0	3450.0
17.0	3178.0
18.0	2972.0
19.0	2769.0
20.0	2546.0
21.0	2408.0
22.0	2198.0
23.0	2020.0
24.0	1974.0
25.0	1848.0
26.0	1636.0
27.0	1564.0
28.0	1488.0
29.0	1365.0
30.0	1197.0
31.0	1144.0
32.0	1047.0
33.0	993.0
34.0	914.0
35.0	798.0
36.0	780.0
37.0	671.0
38.0	658.0
39.0	607.0
40.0	512.0
41.0	500.0
42.0	463.0
43.0	438.0
44.0	400.0
45.0	377.0
46.0	338.0
47.0	281.0
48.0	298.0
49.0	258.0
50.0	4265.0
