#Duplication rate	Coverage
1.0	4.9637883E7
2.0	7437780.0
3.0	1127937.0
4.0	275242.0
5.0	66397.0
6.0	36254.0
7.0	18200.0
8.0	13374.0
9.0	9678.0
10.0	7848.0
11.0	6537.0
12.0	5614.0
13.0	5201.0
14.0	4538.0
15.0	4217.0
16.0	3986.0
17.0	3468.0
18.0	3246.0
19.0	3024.0
20.0	2801.0
21.0	2470.0
22.0	2281.0
23.0	2152.0
24.0	1972.0
25.0	1749.0
26.0	1618.0
27.0	1446.0
28.0	1338.0
29.0	1191.0
30.0	1096.0
31.0	940.0
32.0	808.0
33.0	698.0
34.0	681.0
35.0	593.0
36.0	586.0
37.0	442.0
38.0	418.0
39.0	349.0
40.0	328.0
41.0	301.0
42.0	279.0
43.0	234.0
44.0	226.0
45.0	193.0
46.0	169.0
47.0	172.0
48.0	148.0
49.0	142.0
50.0	2512.0
