#Duplication rate	Coverage
1.0	1.57416195E8
2.0	2.1968138E7
3.0	4348262.0
4.0	1507436.0
5.0	639074.0
6.0	346511.0
7.0	202931.0
8.0	133766.0
9.0	91636.0
10.0	66783.0
11.0	49662.0
12.0	38532.0
13.0	30198.0
14.0	24272.0
15.0	19858.0
16.0	16729.0
17.0	14038.0
18.0	11906.0
19.0	10156.0
20.0	8919.0
21.0	7591.0
22.0	6795.0
23.0	5938.0
24.0	5161.0
25.0	4597.0
26.0	4298.0
27.0	3855.0
28.0	3480.0
29.0	3180.0
30.0	2921.0
31.0	2682.0
32.0	2423.0
33.0	2309.0
34.0	2035.0
35.0	1895.0
36.0	1717.0
37.0	1724.0
38.0	1611.0
39.0	1479.0
40.0	1322.0
41.0	1281.0
42.0	1180.0
43.0	1182.0
44.0	1100.0
45.0	1030.0
46.0	943.0
47.0	940.0
48.0	854.0
49.0	847.0
50.0	25340.0
