#Mapping quality	mapping quality
0.0	4.1738126E7
1.0	7108348.0
2.0	6149282.0
3.0	5672509.0
4.0	5173241.0
5.0	4917204.0
6.0	4818762.0
7.0	4447573.0
8.0	4556806.0
9.0	4404387.0
10.0	4566597.0
11.0	4206336.0
12.0	4337898.0
13.0	4684479.0
14.0	4156525.0
15.0	4553531.0
16.0	4464531.0
17.0	4361593.0
18.0	4458337.0
19.0	4359691.0
20.0	5651055.0
21.0	4773781.0
22.0	4866589.0
23.0	4900633.0
24.0	5291491.0
25.0	5362274.0
26.0	5439571.0
27.0	5652850.0
28.0	5588906.0
29.0	5593507.0
30.0	7766134.0
31.0	6137560.0
32.0	6372948.0
33.0	6726552.0
34.0	6684603.0
35.0	6844172.0
36.0	7558100.0
37.0	7287681.0
38.0	7311125.0
39.0	7307010.0
40.0	1.1058299E7
41.0	7993042.0
42.0	8757150.0
43.0	8480558.0
44.0	8657989.0
45.0	1.0960832E7
46.0	9683568.0
47.0	9285323.0
48.0	1.1890729E7
49.0	9940998.0
50.0	1.3267031E7
51.0	1.2481548E7
52.0	1.2906918E7
53.0	1.3999715E7
54.0	1.4311745E7
55.0	1.6011606E7
56.0	1.7821299E7
57.0	2.024166E7
58.0	2.4173427E7
59.0	2.6053475E7
60.0	2.154823033E9
