#Mapping quality	mapping quality
0.0	6.2143067E7
1.0	2272044.0
2.0	2472151.0
3.0	2778676.0
4.0	3132444.0
5.0	2732014.0
6.0	3041160.0
7.0	3415900.0
8.0	4773691.0
9.0	3475770.0
10.0	2401169.0
11.0	2013329.0
12.0	1599697.0
13.0	1365743.0
14.0	1213741.0
15.0	1217002.0
16.0	1225344.0
17.0	1274953.0
18.0	1325952.0
19.0	1336715.0
20.0	1567871.0
21.0	1782760.0
22.0	2624356.0
23.0	2368774.0
24.0	1912027.0
25.0	1692810.0
26.0	1468314.0
27.0	1501099.0
28.0	1270314.0
29.0	1213931.0
30.0	1907667.0
31.0	1355713.0
32.0	1476254.0
33.0	1650368.0
34.0	1564965.0
35.0	1398345.0
36.0	1184278.0
37.0	1132593.0
38.0	1095506.0
39.0	1080970.0
40.0	1167309.0
41.0	1085144.0
42.0	1096150.0
43.0	1187116.0
44.0	1092340.0
45.0	1160706.0
46.0	1086724.0
47.0	1041135.0
48.0	1049291.0
49.0	922385.0
50.0	914057.0
51.0	894761.0
52.0	915725.0
53.0	809583.0
54.0	1073628.0
55.0	874683.0
56.0	912423.0
57.0	857390.0
58.0	867180.0
59.0	800511.0
60.0	3.47426648E8
