#Coverage (X)	Coverage
1.0	17.890703089223862
2.0	4.1105097428118995
3.0	1.2206008150463248
4.0	0.4921977142445684
5.0	0.2479407819046031
6.0	0.14264970864495297
7.0	0.09039761560214288
8.0	0.06197391820441567
9.0	0.04536290542424126
10.0	0.03520167513352135
11.0	0.028593549093386628
12.0	0.024012703559932902
13.0	0.020816351804427313
14.0	0.018479701103373714
15.0	0.01667700701906938
16.0	0.015274256492560312
17.0	0.01413058130448519
18.0	0.013213481600885757
19.0	0.01245049869100967
20.0	0.011824370357345515
21.0	0.01126874717131443
22.0	0.010803874943562164
23.0	0.010365606421373741
24.0	0.009986974243204827
25.0	0.009624112485965952
26.0	0.009295917239597884
27.0	0.008987292943530178
28.0	0.008696960914974738
29.0	0.008432060466120106
30.0	0.008178064339844582
31.0	0.007936961598247194
32.0	0.007709995405136283
33.0	0.007487469082789744
34.0	0.007273573869198913
35.0	0.007070192269551967
36.0	0.006873062007940689
37.0	0.006683177615400382
38.0	0.006512189312800842
39.0	0.006343971489556566
40.0	0.006196141552820222
41.0	0.006047565717807402
42.0	0.005908757598461989
43.0	0.0057669303669882765
44.0	0.005632029333895616
45.0	0.005506505307849352
46.0	0.005388866492268107
47.0	0.005272968106027065
48.0	0.005169110649276831
49.0	0.00506305101663429
50.0	0.004962780975461101
51.0	0.004868371563674145
