#Coverage	Number of genomic locations
0.0	2.311702902E9
1.0	3.87967187E8
2.0	8.1362417E7
3.0	2.0507441E7
4.0	6876803.0
5.0	2964362.0
6.0	1471104.0
7.0	800240.0
8.0	467666.0
9.0	286079.0
10.0	186045.0
11.0	128969.0
12.0	89990.0
13.0	65786.0
14.0	50753.0
15.0	39493.0
16.0	32199.0
17.0	25820.0
18.0	21481.0
19.0	17628.0
20.0	15643.0
21.0	13088.0
22.0	12339.0
23.0	10660.0
24.0	10216.0
25.0	9240.0
26.0	8689.0
27.0	8174.0
28.0	7458.0
29.0	7151.0
30.0	6788.0
31.0	6390.0
32.0	6265.0
33.0	6022.0
34.0	5726.0
35.0	5550.0
36.0	5346.0
37.0	4814.0
38.0	4736.0
39.0	4162.0
40.0	4183.0
41.0	3908.0
42.0	3993.0
43.0	3798.0
44.0	3534.0
45.0	3312.0
46.0	3263.0
47.0	2924.0
48.0	2986.0
49.0	2823.0
50.0	2658.0
51.0	2884.0
52.0	2606.0
53.0	2534.0
54.0	2374.0
55.0	2448.0
56.0	2284.0
57.0	2083.0
58.0	2034.0
59.0	2090.0
60.0	1970.0
61.0	1895.0
62.0	1822.0
63.0	1781.0
64.0	1621.0
65.0	1714.0
66.0	1674.0
67.0	1562.0
68.0	1487.0
69.0	1425.0
70.0	1374.0
71.0	1408.0
72.0	1384.0
73.0	1401.0
74.0	1369.0
75.0	1380.0
76.0	1225.0
77.0	1257.0
78.0	1144.0
79.0	1089.0
80.0	1053.0
81.0	1005.0
82.0	924.0
83.0	908.0
84.0	816.0
85.0	822.0
86.0	745.0
87.0	792.0
88.0	743.0
89.0	765.0
90.0	744.0
91.0	693.0
92.0	757.0
93.0	667.0
94.0	595.0
95.0	616.0
96.0	638.0
97.0	595.0
98.0	590.0
99.0	552.0
100.0	576.0
101.0	597.0
102.0	575.0
103.0	612.0
104.0	556.0
105.0	547.0
106.0	518.0
107.0	528.0
108.0	516.0
109.0	506.0
110.0	476.0
111.0	493.0
112.0	413.0
113.0	488.0
114.0	402.0
115.0	359.0
116.0	355.0
117.0	368.0
118.0	396.0
119.0	332.0
120.0	360.0
121.0	309.0
122.0	396.0
123.0	333.0
124.0	319.0
125.0	345.0
126.0	336.0
127.0	359.0
128.0	295.0
129.0	321.0
130.0	320.0
131.0	310.0
132.0	264.0
133.0	281.0
134.0	290.0
135.0	270.0
136.0	267.0
137.0	250.0
138.0	280.0
139.0	297.0
140.0	283.0
141.0	276.0
142.0	258.0
143.0	255.0
144.0	245.0
145.0	254.0
146.0	248.0
147.0	238.0
148.0	266.0
149.0	254.0
150.0	276.0
151.0	260.0
152.0	286.0
153.0	325.0
154.0	291.0
155.0	276.0
156.0	289.0
157.0	345.0
158.0	342.0
159.0	362.0
160.0	400.0
161.0	404.0
162.0	493.0
163.0	509.0
164.0	553.0
165.0	576.0
166.0	588.0
167.0	653.0
168.0	720.0
169.0	753.0
170.0	737.0
171.0	783.0
172.0	854.0
173.0	779.0
174.0	834.0
175.0	906.0
176.0	953.0
177.0	980.0
178.0	939.0
179.0	1043.0
180.0	1040.0
181.0	993.0
182.0	1056.0
183.0	1059.0
184.0	1090.0
185.0	1060.0
186.0	999.0
187.0	1002.0
188.0	1004.0
189.0	983.0
190.0	955.0
191.0	878.0
192.0	846.0
193.0	877.0
194.0	880.0
195.0	912.0
196.0	850.0
197.0	814.0
198.0	778.0
199.0	752.0
200.0	757.0
201.0	699.0
202.0	631.0
203.0	621.0
204.0	600.0
205.0	626.0
206.0	563.0
207.0	522.0
208.0	552.0
