#Duplication rate	Coverage
1.0	1.44158656E8
2.0	1.8269467E7
3.0	3027028.0
4.0	1008088.0
5.0	393154.0
6.0	209812.0
7.0	120047.0
8.0	77956.0
9.0	52587.0
10.0	38108.0
11.0	27885.0
12.0	21785.0
13.0	17021.0
14.0	13677.0
15.0	10985.0
16.0	9077.0
17.0	7772.0
18.0	6543.0
19.0	5456.0
20.0	4792.0
21.0	4071.0
22.0	3647.0
23.0	3229.0
24.0	2819.0
25.0	2613.0
26.0	2249.0
27.0	2089.0
28.0	1821.0
29.0	1676.0
30.0	1512.0
31.0	1470.0
32.0	1277.0
33.0	1206.0
34.0	1088.0
35.0	958.0
36.0	867.0
37.0	868.0
38.0	767.0
39.0	740.0
40.0	650.0
41.0	677.0
42.0	567.0
43.0	564.0
44.0	471.0
45.0	446.0
46.0	436.0
47.0	420.0
48.0	366.0
49.0	356.0
50.0	7506.0
