#Duplication rate	Coverage
1.0	1.48737358E8
2.0	1.7037433E7
3.0	3106527.0
4.0	1005012.0
5.0	432390.0
6.0	230654.0
7.0	137715.0
8.0	90666.0
9.0	62475.0
10.0	45547.0
11.0	34898.0
12.0	27081.0
13.0	21393.0
14.0	17383.0
15.0	14471.0
16.0	12255.0
17.0	10672.0
18.0	8940.0
19.0	7600.0
20.0	6841.0
21.0	5986.0
22.0	5355.0
23.0	4734.0
24.0	4295.0
25.0	3830.0
26.0	3489.0
27.0	3199.0
28.0	2929.0
29.0	2631.0
30.0	2472.0
31.0	2275.0
32.0	2046.0
33.0	1914.0
34.0	1806.0
35.0	1718.0
36.0	1554.0
37.0	1481.0
38.0	1337.0
39.0	1328.0
40.0	1174.0
41.0	1226.0
42.0	1033.0
43.0	1055.0
44.0	968.0
45.0	892.0
46.0	869.0
47.0	778.0
48.0	741.0
49.0	693.0
50.0	19559.0
