#Position (bp)	mapping quality
3381345.5	55.93912214974649
1.01440355E7	57.56951575649621
1.69067255E7	57.295156289698824
2.36694155E7	55.844065156829785
3.04321055E7	54.79164681342036
3.71947955E7	56.00762852085489
4.39574855E7	55.18183951178258
5.07201755E7	54.993978153102006
5.74828655E7	55.24184012141997
6.42455555E7	54.81088777343251
7.10082455E7	54.836458850204714
7.77709355E7	53.80795590998364
8.45336255E7	53.34249730012069
9.12963155E7	52.60205983320275
9.80590055E7	53.51859330023662
1.048216955E8	54.99444138444122
1.115843855E8	55.66008703198834
1.183470755E8	49.596103305405826
1.251097655E8	50.99933144088626
1.318724555E8	53.82239449886994
1.386351455E8	55.762601245378164
1.453978355E8	54.67983495430254
1.521605255E8	55.75491164030708
1.589232155E8	55.45463763342808
1.656859055E8	56.90059461835906
1.724485955E8	53.56387471300052
1.792112855E8	57.78227669595205
1.859739755E8	58.16347753485514
1.927366655E8	58.19785373685096
1.994993555E8	57.76146476116974
2.05937114E8	57.17615787127491
2.09318459E8	56.21068585036187
2.130247355E8	57.39749583574803
2.197874255E8	57.9967880330735
2.265501155E8	58.12020613808012
2.333128055E8	57.01345416822967
2.400754955E8	55.251854491451816
2.468381855E8	53.66534587943657
2.536008755E8	55.07835992142341
2.603635655E8	55.578005589004434
2.671262555E8	55.60711401229722
2.738889455E8	55.18011751973047
2.806516355E8	52.42603152750392
2.874143255E8	55.961828293012495
2.941770155E8	57.084805671728695
3.009397055E8	51.22203207788047
3.077023955E8	54.847813797904976
3.144650855E8	55.997273666064686
3.212277755E8	54.94390090379742
3.279904655E8	48.487675133996696
3.347531555E8	50.94096627620431
3.415158455E8	55.39093202010766
3.482785355E8	54.184526708927464
3.550412255E8	54.17477792069627
3.618039155E8	55.05949367831053
3.685666055E8	55.69768513805384
3.753292955E8	56.32665705150732
3.820919855E8	56.60331384565233
3.888546755E8	55.909991327647944
3.956173655E8	57.36772808642747
4.023800555E8	57.918336555305075
4.07291275E8	56.23877558592115
4.1067262E8	56.92170639350843
4.159054355E8	58.31871847676709
4.226681255E8	57.16930176518129
4.294308155E8	56.190646703574345
4.361935055E8	57.22682687382045
4.429561955E8	57.614020167249684
4.497188855E8	52.38442914855365
4.564815755E8	56.263450680233696
4.632442655E8	51.39704964757271
4.700069555E8	51.17992193092808
4.767696455E8	56.738386512521494
4.835323355E8	55.230640752197104
4.902950255E8	55.37933037131159
4.970577155E8	55.00244667807224
5.038204055E8	56.69325081802394
5.105830955E8	55.171537928996635
5.173457855E8	55.9009344079701
5.241084755E8	55.61690040796233
5.308711655E8	56.77820712860051
5.376338555E8	55.26396962615427
5.443965455E8	54.18925227911341
5.511592355E8	55.21775425147802
5.579219255E8	55.90474215063619
5.646846155E8	55.4511583830043
5.714473055E8	56.81126261944675
5.782099955E8	56.91420201167966
5.849726855E8	55.96748752433795
5.903608885E8	55.09846633425609
5.937422335E8	53.48198500307045
5.984980655E8	48.28756454719344
6.052607555E8	58.12364569726134
6.120234455E8	55.90718775856772
6.187861355E8	56.58949084612495
6.255488255E8	56.56100483238412
6.323115155E8	54.556903011261696
6.390742055E8	55.965486160616855
6.458368955E8	55.79089529881007
6.525995855E8	52.9634167729201
6.593622755E8	55.17827243688407
6.661249655E8	52.37858320577485
6.728876555E8	54.3668339212073
6.796503455E8	56.23532028088042
6.864130355E8	52.99963505852252
6.931757255E8	54.44451654112783
6.999384155E8	54.62701334631309
7.067011055E8	55.088407764844234
7.134637955E8	54.65868237779209
7.202264855E8	55.6206458903537
7.269891755E8	55.36533642266553
7.337518655E8	55.420190347510214
7.405145555E8	56.79311449886739
7.472772455E8	56.80526966842469
7.540399355E8	57.70960693846855
7.608026255E8	57.93198802124622
7.668320365E8	57.687751211812134
7.702133815E8	53.362080123387265
7.743280055E8	57.57803697360517
7.810906955E8	57.65605322983862
7.878533855E8	56.10045568730562
7.946160755E8	56.85984861374197
8.013787655E8	55.467909280253735
8.081414555E8	54.636569003991504
8.149041455E8	54.66005752275223
8.216668355E8	55.43914647851113
8.284295255E8	55.55321633376942
8.351922155E8	54.08036966772849
8.419549055E8	55.73048551579091
8.487175955E8	46.83551522507617
8.554802855E8	48.256827107214846
8.622429755E8	51.801278425504414
8.690056655E8	42.116404372766965
8.757683555E8	47.15571327622531
8.825310455E8	56.029794208340505
8.892937355E8	56.719283360264846
8.960564255E8	57.64418252183696
9.028191155E8	52.96406421579272
9.095818055E8	53.77301202563888
9.163444955E8	54.9402171230741
9.231071855E8	57.754602744846565
9.298698755E8	57.31133433660719
9.366325655E8	58.26637377986819
9.426997425E8	58.3631898676706
9.460810875E8	50.34556322148267
9.501579455E8	57.421036493069245
9.569206355E8	57.233442905909854
9.636833255E8	56.66767746319019
9.704460155E8	56.25357419017732
9.772087055E8	54.830309814483975
9.839713955E8	54.10786053510238
9.907340855E8	55.83790726302548
9.974967755E8	55.55310030490812
1.0042594655E9	55.415402153986
1.0110221555E9	55.230286087466546
1.0177848455E9	54.947346309744674
1.0245475355E9	55.749006369772125
1.0313102255E9	50.156033915967114
1.0380729155E9	54.219393730512216
1.0448356055E9	56.46552234195975
1.0515982955E9	55.960938573628866
1.0583609855E9	55.446293565111404
1.0651236755E9	54.67695635737705
1.0718863655E9	55.46685414979745
1.0786490555E9	52.15306943548538
1.0854117455E9	54.99689431523684
1.0921744355E9	56.03813679214764
1.0989371255E9	58.064565558685025
1.104984942E9	55.8627098828737
1.108366287E9	48.410504111515436
1.1124625055E9	57.5930564903674
1.1192251955E9	56.93003745562434
1.1259878855E9	56.92764679760918
1.1327505755E9	56.67000140512167
1.1395132655E9	56.23033164332935
1.1462759555E9	56.14562438585064
1.1530386455E9	55.1780928268194
1.1598013355E9	56.505083329917845
1.1665640255E9	56.0116707266855
1.1733267155E9	53.980457357319416
1.1800894055E9	54.9701692110039
1.1868520955E9	54.395354847337316
1.1936147855E9	54.46705503313095
1.2003774755E9	55.222190634043415
1.2071401655E9	54.62265798549176
1.2139028555E9	55.33218889638964
1.2206655455E9	58.051065166482054
1.2274282355E9	56.977190465337316
1.2341909255E9	45.08193853857057
1.2409536155E9	52.62327368586696
1.2477163055E9	57.26438029676612
1.2544789955E9	58.13099161134908
1.2602528435E9	56.642112675586205
1.2636341885E9	54.04993832329641
1.2680043755E9	56.98400015800978
1.2747670655E9	55.426590454202085
1.2815297555E9	56.48853804687043
1.2882924455E9	57.56036369579373
1.2950551355E9	55.67321512910634
1.3018178255E9	56.37674687621235
1.3085805155E9	55.61879035284146
1.3153432055E9	56.12960120896227
1.3221058955E9	56.266124499972996
1.3288685855E9	54.794758002851104
1.3356312755E9	55.15230729644409
1.3423939655E9	56.059206063352256
1.3491566555E9	57.087902310210026
1.3559193455E9	55.60861509027461
1.3626820355E9	56.42548070460437
1.3694447255E9	54.935218419909376
1.3762074155E9	52.64200003837896
1.3829701055E9	49.74765640391176
1.3897327955E9	49.09770684676275
1.3964954855E9	58.437811558319495
1.4032581755E9	55.31373585174683
1.408757431E9	57.70898234543126
1.412138776E9	55.82590814321442
1.4167835555E9	57.58091778126705
1.4235462455E9	56.14046544966513
1.4303089355E9	57.450294809289396
1.4370716255E9	54.88553762085162
1.4438343155E9	51.761759206664365
1.4505970055E9	56.17321831555769
1.4573596955E9	55.48314699486157
1.4641223855E9	55.43731227357513
1.4708850755E9	56.51474900943774
1.4776477655E9	56.588248977517175
1.4844104555E9	56.002091418593025
1.4911731455E9	55.54347668355441
1.4979358355E9	49.40854796660387
1.5046985255E9	52.17665883942008
1.5114612155E9	55.50046225629289
1.5182239055E9	55.5711770377143
1.5249865955E9	56.661447901419876
1.5317492855E9	54.522961475713394
1.5385119755E9	57.01402894466562
1.5452746655E9	57.744384650778926
1.5504776755E9	57.180698963945886
1.5538590205E9	55.43853891464923
1.5588000455E9	56.64969527102626
1.5655627355E9	56.84929633627035
1.5723254255E9	57.36288234624217
1.5790881155E9	57.478096738392196
1.5858508055E9	54.43765926934723
1.5926134955E9	53.480659966799834
1.5993761855E9	55.92761017415848
1.6061388755E9	54.03371262470331
1.6129015655E9	55.35894651875305
1.6196642555E9	53.776755620066815
1.6264269455E9	54.687227605429406
1.6331896355E9	55.33765765702379
1.6399523255E9	53.274914468953966
1.6467150155E9	56.781860552926034
1.6534777055E9	57.007933901690706
1.6602403955E9	55.820064718397816
1.6670030855E9	55.727410678795735
1.6737657755E9	57.23923047996852
1.6805284655E9	56.980617662921404
1.6872911555E9	57.33372755783196
1.691973483E9	54.78618458362411
1.695354828E9	50.108154921102745
1.7008165355E9	56.741689701581635
1.7075792255E9	53.4126760186573
1.7143419155E9	42.20053957814795
1.7211046055E9	43.52023744353982
1.7278672955E9	52.16982942684792
1.7346299855E9	56.493630112743595
1.7413926755E9	56.09421835758779
1.7481553655E9	54.9568438396678
1.7549180555E9	56.74028109935835
1.7616807455E9	51.55849918869206
1.7684434355E9	53.88336902879248
1.7752061255E9	55.750338782087844
1.7819688155E9	54.909254008615505
1.7887315055E9	54.961571674759206
1.7954941955E9	54.697206727653644
1.8022568855E9	52.518773136467715
1.8090195755E9	58.22516511228793
1.8157822655E9	55.592989879742724
1.8225449555E9	56.96344893817526
1.8272135585E9	54.12171313912581
1.8305949035E9	55.05196551204774
1.8360703355E9	53.30056051170823
1.8428330255E9	51.7523697023767
1.8495957155E9	48.85867792964567
1.8563584055E9	50.76955742480779
1.8631210955E9	53.86388646138471
1.8698837855E9	50.963759451062295
1.8766464755E9	46.98629804347374
1.8834091655E9	51.00425945483343
1.8901718555E9	47.56559403787605
1.8969345455E9	47.75984080708787
1.9036972355E9	50.33857991687751
1.9104599255E9	49.505927123593
1.9172226155E9	52.20668592347019
1.9239853055E9	51.16930670689486
1.9307479955E9	52.115200654737784
1.9375106855E9	51.877473635171064
1.9442733755E9	52.537238698703156
1.9510360655E9	50.5191522061904
1.9573191735E9	50.358765716303196
1.9607005185E9	48.449821883748854
1.9645614455E9	57.956330987459964
1.9713241355E9	56.23899392178543
1.9780868255E9	56.69707690287141
1.9848495155E9	56.36290029714998
1.9916122055E9	45.75538848134192
1.9983748955E9	45.447589060466704
2.0051375855E9	53.4052646027463
2.0119002755E9	47.52910520044786
2.0186629655E9	52.33722781763995
2.0254256555E9	50.60133366962016
2.0321883455E9	52.59907088578688
2.0389510355E9	57.438085327726355
2.0457137255E9	58.04450645725765
2.0524764155E9	53.70754360898722
2.0592391055E9	56.98884423198999
2.0660017955E9	57.11085702302258
2.0727644855E9	57.31521378276285
2.077505957E9	48.193807311440125
2.080887302E9	46.086437159178026
2.0862898655E9	57.97379257111374
2.0930525555E9	53.39156560677209
2.0998152455E9	57.914367278434526
