#Mapping quality	mapping quality
0.0	6.3706253E7
1.0	4711812.0
2.0	4637226.0
3.0	4867635.0
4.0	4352354.0
5.0	4169601.0
6.0	4332916.0
7.0	3842621.0
8.0	4047693.0
9.0	4099280.0
10.0	4095503.0
11.0	3364121.0
12.0	3545758.0
13.0	4868508.0
14.0	3095548.0
15.0	3950444.0
16.0	3704354.0
17.0	3328533.0
18.0	3585675.0
19.0	3435656.0
20.0	6652219.0
21.0	4177972.0
22.0	4234794.0
23.0	4115159.0
24.0	4607620.0
25.0	4706452.0
26.0	4439603.0
27.0	5835635.0
28.0	4410891.0
29.0	4377008.0
30.0	1.0010863E7
31.0	5151101.0
32.0	5271721.0
33.0	6183229.0
34.0	5490110.0
35.0	5594617.0
36.0	6054026.0
37.0	5745826.0
38.0	5474852.0
39.0	5928853.0
40.0	1.5927717E7
41.0	6796359.0
42.0	7143954.0
43.0	7298749.0
44.0	6884530.0
45.0	9713945.0
46.0	7995676.0
47.0	8072650.0
48.0	9938176.0
49.0	7812575.0
50.0	1.2323475E7
51.0	8808525.0
52.0	8849137.0
53.0	1.1482975E7
54.0	9189983.0
55.0	1.0879273E7
56.0	1.0959774E7
57.0	1.0406261E7
58.0	9705589.0
59.0	9551964.0
60.0	2.023326977E9
