#Duplication rate	Coverage
1.0	6.5356095E7
2.0	2869498.0
3.0	298783.0
4.0	81181.0
5.0	36177.0
6.0	21612.0
7.0	14612.0
8.0	10988.0
9.0	8404.0
10.0	6854.0
11.0	5763.0
12.0	4983.0
13.0	4372.0
14.0	3957.0
15.0	3324.0
16.0	3129.0
17.0	2816.0
18.0	2448.0
19.0	2229.0
20.0	2000.0
21.0	1854.0
22.0	1690.0
23.0	1582.0
24.0	1394.0
25.0	1227.0
26.0	1164.0
27.0	1029.0
28.0	942.0
29.0	880.0
30.0	788.0
31.0	664.0
32.0	586.0
33.0	520.0
34.0	468.0
35.0	403.0
36.0	385.0
37.0	337.0
38.0	309.0
39.0	266.0
40.0	234.0
41.0	202.0
42.0	167.0
43.0	148.0
44.0	156.0
45.0	143.0
46.0	115.0
47.0	102.0
48.0	88.0
49.0	92.0
50.0	1657.0
