#Mapping quality	mapping quality
0.0	5.2248693E7
1.0	1867634.0
2.0	2007647.0
3.0	2289895.0
4.0	2546290.0
5.0	2293104.0
6.0	2583134.0
7.0	2977882.0
8.0	4166702.0
9.0	2961489.0
10.0	2045177.0
11.0	1672946.0
12.0	1305412.0
13.0	1120213.0
14.0	970838.0
15.0	968369.0
16.0	969298.0
17.0	1030226.0
18.0	1071258.0
19.0	1101621.0
20.0	1327646.0
21.0	1512112.0
22.0	2276356.0
23.0	1985938.0
24.0	1600226.0
25.0	1425634.0
26.0	1217568.0
27.0	1267477.0
28.0	1050544.0
29.0	1009495.0
30.0	1538941.0
31.0	1153129.0
32.0	1236965.0
33.0	1383500.0
34.0	1314893.0
35.0	1158025.0
36.0	966542.0
37.0	927959.0
38.0	893625.0
39.0	887436.0
40.0	957005.0
41.0	869175.0
42.0	903159.0
43.0	992208.0
44.0	903380.0
45.0	945978.0
46.0	893809.0
47.0	826078.0
48.0	836777.0
49.0	742645.0
50.0	718273.0
51.0	716608.0
52.0	731252.0
53.0	654547.0
54.0	891609.0
55.0	710829.0
56.0	730692.0
57.0	691742.0
58.0	693933.0
59.0	630302.0
60.0	2.74664026E8
