#Coverage (X)	Coverage
1.0	99.15011174752256
2.0	97.64852082897217
3.0	94.3658467323518
4.0	88.68091965325199
5.0	80.54472543527369
6.0	70.50641759690836
7.0	59.528472296354984
8.0	48.65946916242042
9.0	38.74474444915982
10.0	30.307448076784453
11.0	23.535497674791444
12.0	18.35695155776476
13.0	14.548344550351814
14.0	11.826756207921619
15.0	9.914115451182411
16.0	8.573455005396653
17.0	7.623415948632825
18.0	6.9343885960038705
19.0	6.412556494769788
20.0	5.999890213790422
21.0	5.659017895924762
22.0	5.366152553745778
23.0	5.107514239814421
24.0	4.873870088430749
25.0	4.660395724314725
26.0	4.463483004355027
27.0	4.279924698445484
28.0	4.108548307020897
29.0	3.9474193555172405
30.0	3.795991241841918
31.0	3.6531844767682173
32.0	3.518773484348017
33.0	3.3917913784909643
34.0	3.272032915397645
35.0	3.1588475032766468
36.0	3.051578487659512
37.0	2.9499088718639683
38.0	2.853063002900228
39.0	2.7613219819661907
40.0	2.6739066811230146
41.0	2.5909035304865142
42.0	2.5117649298404388
43.0	2.4363648568302807
44.0	2.3645925197292996
45.0	2.2958647555447556
46.0	2.2303422252190472
47.0	2.167616289530514
48.0	2.107692493610614
49.0	2.050172327344498
50.0	1.9948912851652807
51.0	1.9417188716457332
