#Duplication rate	Coverage
1.0	1.41581736E8
2.0	1.7920059E7
3.0	3358723.0
4.0	1124207.0
5.0	457955.0
6.0	240669.0
7.0	136989.0
8.0	88315.0
9.0	59518.0
10.0	43050.0
11.0	31056.0
12.0	24530.0
13.0	18916.0
14.0	15644.0
15.0	12645.0
16.0	10796.0
17.0	9120.0
18.0	8131.0
19.0	6854.0
20.0	6175.0
21.0	5569.0
22.0	4884.0
23.0	4391.0
24.0	4091.0
25.0	3660.0
26.0	3347.0
27.0	2920.0
28.0	2785.0
29.0	2617.0
30.0	2431.0
31.0	2142.0
32.0	2089.0
33.0	1927.0
34.0	1819.0
35.0	1726.0
36.0	1559.0
37.0	1627.0
38.0	1434.0
39.0	1372.0
40.0	1214.0
41.0	1174.0
42.0	1126.0
43.0	1108.0
44.0	989.0
45.0	982.0
46.0	929.0
47.0	927.0
48.0	857.0
49.0	784.0
50.0	25180.0
