#Read position (bp)	Clipping profile
0.0	21.330381176364455
1.0	1.602753677459303
2.0	1.4703644112865404
3.0	1.3187030749166144
4.0	1.1699843395227858
5.0	1.0103420869769162
6.0	0.9128217638576757
7.0	0.8267281368006342
8.0	0.7785471246284619
9.0	0.7326972682252978
10.0	0.6875155838834108
11.0	0.6587311397830795
12.0	0.6302413741199906
13.0	0.6029119152620342
14.0	0.576676163539692
15.0	0.5505312751855623
16.0	0.5306415683547474
17.0	0.5109145119731087
18.0	0.4908241694544722
19.0	0.4755407166508978
20.0	0.4603926385524506
21.0	0.4480017533049078
22.0	0.4356786390778551
23.0	0.42352503606995434
24.0	0.4126291293336683
25.0	0.40178024397209283
26.0	0.39222218738103837
27.0	0.3825337761604485
28.0	0.3730928546665375
29.0	0.3642580236324175
30.0	0.9289634822516055
31.0	0.9074626658275086
32.0	0.8587659245561988
33.0	0.8319334531818372
34.0	0.788715957083193
35.0	0.8938060521874039
36.0	0.8597848325654941
37.0	0.8335095895818292
38.0	0.8034359900695074
39.0	0.7788578673075982
40.0	0.8009590847724821
41.0	0.7849442069551732
42.0	0.7614758555707719
43.0	0.7494807196157209
44.0	0.7231422236795985
45.0	0.7304322101182491
46.0	0.7189238541597559
47.0	0.7047766117984732
48.0	0.6846390805692731
49.0	0.6720842061857295
50.0	0.6658437502174843
51.0	0.6526988496160436
52.0	0.643994540547312
53.0	0.6219040325770242
54.0	0.6122643160896755
55.0	1.2790260707970584
56.0	0.5933305989874041
57.0	0.5838630710928563
58.0	1.1019884196461174
59.0	0.5569971325478822
60.0	0.5480391423259084
61.0	0.5382100016528933
62.0	0.5222816364716175
63.0	0.5143766907729637
64.0	0.49995284224656933
65.0	0.4913147981756503
66.0	0.47745119008530784
67.0	0.4636675685327291
68.0	0.4525996405394953
69.0	0.4363377750030667
70.0	0.4257318613001374
71.0	0.410090142435157
72.0	0.3948957123054116
73.0	0.37644643249775517
74.0	0.3577970190098365
75.0	0.3384921509854736
76.0	0.2952398490293926
77.0	0.2679057047675506
78.0	0.2503210493126661
79.0	0.24003474708908534
80.0	0.23158194380750607
81.0	0.2240690660125767
82.0	0.2214673281691671
83.0	0.21901318054815822
84.0	0.21796431942116495
85.0	0.21857643397166612
86.0	0.22016913662111126
87.0	0.22141143799424431
88.0	0.2232690332990868
89.0	0.22407609411840532
90.0	0.22758077622493808
91.0	0.2296075480772263
92.0	0.2325794328276093
93.0	0.2353856550834608
94.0	0.23855901220093062
95.0	0.2418992031639033
96.0	0.24463179764440754
97.0	0.24804109831469487
98.0	0.25330414556520425
99.0	0.2569068864816314
100.0	0.26083024289252554
101.0	0.2646689273617703
102.0	0.26879275212463277
103.0	0.2726163763671019
104.0	0.2780979642417104
105.0	0.28211486139446623
106.0	0.2860895899122505
107.0	0.29029156051849303
108.0	0.2944396489800496
109.0	0.2986227106348961
110.0	0.3026394404517989
111.0	0.30679104296626974
112.0	0.31123698924627685
113.0	0.3155975942412223
114.0	0.32009457795641333
115.0	0.3247632482568461
116.0	0.3294300778628952
117.0	0.3340480453998501
118.0	0.3386494466873519
119.0	0.34344495756440574
120.0	0.3481504417525122
121.0	0.35330338201170675
122.0	0.3585250973065097
123.0	0.36411846553096366
124.0	0.36969627152108286
125.0	0.3754648403836929
126.0	0.3819865879209354
127.0	0.3884559593361695
128.0	0.39515290751156806
129.0	0.40191277396771796
130.0	0.40904881142155153
131.0	0.41764117280458457
132.0	0.4276466854667271
133.0	0.4369483835308903
134.0	0.4465387359415858
135.0	0.4559142291169495
136.0	0.4702435328863637
137.0	0.48310747659051323
138.0	0.4965781800978658
139.0	0.5102316143567622
140.0	0.5239824380821408
141.0	0.5470214056675846
142.0	0.5702457813782214
143.0	0.5937750430131372
144.0	0.658902324360762
145.0	0.7348687855904849
146.0	0.8435438840106982
147.0	0.944826251778481
148.0	1.0402349637679307
149.0	1.1170911497283846
150.0	1.090332473465223
