#Duplication rate	Coverage
1.0	1.35326928E8
2.0	1.5678201E7
3.0	2769702.0
4.0	878673.0
5.0	361110.0
6.0	193131.0
7.0	113810.0
8.0	75676.0
9.0	51574.0
10.0	38418.0
11.0	28475.0
12.0	22466.0
13.0	17399.0
14.0	14372.0
15.0	11633.0
16.0	9888.0
17.0	8336.0
18.0	7216.0
19.0	6122.0
20.0	5317.0
21.0	4769.0
22.0	4262.0
23.0	3757.0
24.0	3402.0
25.0	3044.0
26.0	2810.0
27.0	2554.0
28.0	2305.0
29.0	2169.0
30.0	2003.0
31.0	1797.0
32.0	1690.0
33.0	1640.0
34.0	1437.0
35.0	1306.0
36.0	1321.0
37.0	1169.0
38.0	1071.0
39.0	1036.0
40.0	1030.0
41.0	984.0
42.0	888.0
43.0	832.0
44.0	810.0
45.0	806.0
46.0	732.0
47.0	703.0
48.0	667.0
49.0	607.0
50.0	20770.0
