#Mapping quality	mapping quality
0.0	3.9168222E7
1.0	6175606.0
2.0	5437348.0
3.0	5147700.0
4.0	4686042.0
5.0	4478063.0
6.0	4436679.0
7.0	4058722.0
8.0	4156920.0
9.0	4065243.0
10.0	4176146.0
11.0	3777708.0
12.0	3908328.0
13.0	4370162.0
14.0	3741350.0
15.0	4144577.0
16.0	4056540.0
17.0	3929615.0
18.0	4042332.0
19.0	3945629.0
20.0	5384988.0
21.0	4345857.0
22.0	4418834.0
23.0	4424856.0
24.0	4804208.0
25.0	4896724.0
26.0	4965984.0
27.0	5279321.0
28.0	5045198.0
29.0	5086511.0
30.0	7465851.0
31.0	5631015.0
32.0	5844877.0
33.0	6296255.0
34.0	6161692.0
35.0	6294047.0
36.0	7049544.0
37.0	6724018.0
38.0	6716283.0
39.0	6773863.0
40.0	1.146006E7
41.0	7499772.0
42.0	8202158.0
43.0	7976806.0
44.0	8169501.0
45.0	1.0777457E7
46.0	9247136.0
47.0	8780988.0
48.0	1.1614398E7
49.0	9342362.0
50.0	1.3295495E7
51.0	1.1821864E7
52.0	1.2113126E7
53.0	1.3655535E7
54.0	1.2900727E7
55.0	1.5031477E7
56.0	1.7290513E7
57.0	1.9190103E7
58.0	2.0981714E7
59.0	2.1516741E7
60.0	2.181801295E9
