#Duplication rate	Coverage
1.0	8842259.0
2.0	479875.0
3.0	42655.0
4.0	12460.0
5.0	7065.0
6.0	4507.0
7.0	2971.0
8.0	2091.0
9.0	1461.0
10.0	971.0
11.0	684.0
12.0	500.0
13.0	385.0
14.0	288.0
15.0	217.0
16.0	162.0
17.0	121.0
18.0	111.0
19.0	86.0
20.0	74.0
21.0	68.0
22.0	63.0
23.0	38.0
24.0	38.0
25.0	24.0
26.0	28.0
27.0	26.0
28.0	21.0
29.0	14.0
30.0	15.0
31.0	17.0
32.0	13.0
33.0	18.0
34.0	16.0
35.0	17.0
36.0	7.0
37.0	15.0
38.0	9.0
39.0	7.0
40.0	11.0
41.0	6.0
42.0	11.0
43.0	10.0
44.0	6.0
45.0	3.0
46.0	7.0
47.0	9.0
48.0	7.0
49.0	3.0
50.0	67.0
