Sample	QualiMap_mqc-generalstats-qualimap-mean_coverage	QualiMap_mqc-generalstats-qualimap-percentage_aligned	QualiMap_mqc-generalstats-qualimap-mapped_reads	QualiMap_mqc-generalstats-qualimap-total_reads	QualiMap_mqc-generalstats-qualimap-general_error_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	QualiMap_mqc-generalstats-qualimap-avg_gc	QualiMap_mqc-generalstats-qualimap-median_insert_size	QualiMap_mqc-generalstats-qualimap-1_x_pc	QualiMap_mqc-generalstats-qualimap-5_x_pc	QualiMap_mqc-generalstats-qualimap-10_x_pc	QualiMap_mqc-generalstats-qualimap-30_x_pc	QualiMap_mqc-generalstats-qualimap-50_x_pc	QualiMap_mqc-generalstats-qualimap-median_coverage
SQT056_merged	9.7697	91.85338111894615	204773484.0	222935162.0	1.4200000000000002										
SQT056_merged_flagstats						224967652	206805974								
SQT056_merged_qualimap								40.567500821715555	238	98.71588625416732	73.3405630141291	24.80632413963228	3.598371813360353	1.9114003847648429	7
SQT096_merged	9.2997	91.27149581475393	193837047.0	212374132.0	1.4000000000000001										
SQT096_merged_flagstats						213575165	195038080								
SQT096_merged_qualimap								41.00850099537474	253	98.65157285824205	71.84614960284863	23.253247340814646	3.1776407301410643	1.6120103821274676	6
SQT118_merged	10.288	91.70704617708152	214690509.0	234104704.0	1.4200000000000002										
SQT118_merged_flagstats						236428013	217013818								
SQT118_merged_qualimap								40.69627457284524	233	98.88815445060219	76.58471097904201	28.078016805763024	3.6417443899710857	1.923012296702403	7
SQT121_merged	7.9694	91.56415552196098	166637950.0	181990375.0	1.4000000000000001										
SQT121_merged_flagstats						183846633	168494208								
SQT121_merged_qualimap								40.5605398245692	238	97.89779212198958	62.29040494516599	16.48167515375531	2.6772802651732146	1.2877659542554083	5
scaa0503_merged	11.1334	91.70292435689727	234940905.0	256197833.0	1.4200000000000002										
scaa0503_merged_flagstats						258000121	236743193								
scaa0503_merged_qualimap								40.85974012986988	230	99.09824251383316	80.72933838822097	33.31894088299483	3.987133882833435	2.1340457309136305	8
scca0200_merged	12.1102	93.93962657768178	249255486.0	265335828.0	1.43										
scca0200_merged_flagstats						274478348	258398006								
scca0200_merged_qualimap								40.49436869359667	225	99.25544602980287	83.80183240939552	37.89313879553157	4.511957471592024	2.4613058230834013	8
scca0201_merged	10.7581	93.46407842619764	221179790.0	236646842.0	1.38										
scca0201_merged_flagstats						248061319	232594267								
scca0201_merged_qualimap								40.440689705236295	234	99.1522173448437	80.54624609516001	30.30787782447325	3.7960209267790415	1.9949048522536132	7
scca0207_merged	10.508	93.60558903709335	215412347.0	230127655.0	1.3599999999999999										
scca0207_merged_flagstats						234631795	219916487								
scca0207_merged_qualimap								40.55253204681629	237	99.00019135509346	79.47987775853794	29.474522714176388	3.691104192898296	1.9020195749573183	7
scca0506_merged	9.5598	91.57384495970415	204797343.0	223641743.0	1.4200000000000002										
scca0506_merged_flagstats						226196392	207351992								
scca0506_merged_qualimap								40.8910176826543	218	98.59331670515992	71.34937221699786	23.550086361171353	3.5019242327062035	1.8074666548232516	6
scca0507_merged	10.6419	91.8583020395342	224995920.0	244938035.0	1.43										
scca0507_merged_flagstats						249798774	229856659								
scca0507_merged_qualimap								40.41760475518426	207	98.89928508209584	76.83572529171762	29.22616104452503	3.9273249820375633	2.1058671102663404	7
scca0509_merged	10.4828	91.48447591909279	221360575.0	241965178.0	1.4000000000000001										
scca0509_merged_flagstats						244604360	223999757								
scca0509_merged_qualimap								40.80007046271513	219	98.94407103878275	77.54939790722229	29.535097878206088	3.7173957313718433	1.9323520725370624	7
scca0539_merged	8.4909	91.58242411312229	177877848.0	194227058.0	1.39										
scca0539_merged_flagstats						195878765	179529555								
scca0539_merged_qualimap								40.507153631594576	245	98.36558828486433	66.0599700866774	18.144709543666252	2.948158125989254	1.4517992238168957	6
scca0540_merged	8.8365	91.70893171398622	185315556.0	202069256.0	1.4500000000000002										
scca0540_merged_flagstats						203585033	186831333								
scca0540_merged_qualimap								40.80865451934088	242	98.33505971143587	66.96939412374212	19.421444013378657	3.111516553051051	1.587946988380506	6
scca0548_merged	10.1448	92.77680328183807	212791977.0	229359031.0	1.3599999999999999										
scca0548_merged_flagstats						231525407	214958353								
