#Mapping quality	mapping quality
0.0	5.3098826E7
1.0	1855476.0
2.0	1981953.0
3.0	2285909.0
4.0	2529095.0
5.0	2254807.0
6.0	2563019.0
7.0	2949345.0
8.0	4120648.0
9.0	2984202.0
10.0	2021922.0
11.0	1655659.0
12.0	1282943.0
13.0	1084352.0
14.0	934178.0
15.0	933840.0
16.0	944732.0
17.0	1018143.0
18.0	1059716.0
19.0	1093675.0
20.0	1286272.0
21.0	1500534.0
22.0	2253106.0
23.0	1976827.0
24.0	1593468.0
25.0	1421185.0
26.0	1215035.0
27.0	1257253.0
28.0	1037941.0
29.0	986226.0
30.0	1496302.0
31.0	1122963.0
32.0	1231014.0
33.0	1375185.0
34.0	1317911.0
35.0	1156980.0
36.0	970061.0
37.0	924626.0
38.0	886106.0
39.0	892153.0
40.0	934820.0
41.0	872292.0
42.0	879023.0
43.0	955220.0
44.0	900287.0
45.0	961592.0
46.0	880091.0
47.0	838771.0
48.0	857301.0
49.0	744906.0
50.0	726912.0
51.0	731437.0
52.0	724772.0
53.0	650134.0
54.0	874096.0
55.0	718376.0
56.0	725999.0
57.0	684926.0
58.0	705169.0
59.0	647428.0
60.0	2.8639236E8
