#Duplication rate	Coverage
1.0	6.2117728E7
2.0	2826489.0
3.0	294360.0
4.0	82669.0
5.0	37832.0
6.0	22885.0
7.0	15660.0
8.0	11920.0
9.0	9155.0
10.0	7290.0
11.0	6179.0
12.0	5457.0
13.0	4772.0
14.0	4218.0
15.0	3698.0
16.0	3456.0
17.0	3191.0
18.0	2843.0
19.0	2591.0
20.0	2426.0
21.0	2157.0
22.0	1983.0
23.0	1881.0
24.0	1761.0
25.0	1553.0
26.0	1402.0
27.0	1282.0
28.0	1175.0
29.0	1086.0
30.0	970.0
31.0	843.0
32.0	803.0
33.0	687.0
34.0	607.0
35.0	540.0
36.0	494.0
37.0	416.0
38.0	388.0
39.0	302.0
40.0	290.0
41.0	256.0
42.0	205.0
43.0	223.0
44.0	180.0
45.0	181.0
46.0	147.0
47.0	139.0
48.0	130.0
49.0	126.0
50.0	1778.0
