#Mapping quality	mapping quality
0.0	6.7966452E7
1.0	4741299.0
2.0	4685530.0
3.0	4829375.0
4.0	4371214.0
5.0	4132818.0
6.0	4303505.0
7.0	3809358.0
8.0	4078708.0
9.0	4061931.0
10.0	4076081.0
11.0	3368396.0
12.0	3560430.0
13.0	4746125.0
14.0	3125299.0
15.0	3942015.0
16.0	3668468.0
17.0	3320150.0
18.0	3596528.0
19.0	3413501.0
20.0	6558961.0
21.0	4153150.0
22.0	4260432.0
23.0	4146867.0
24.0	4651133.0
25.0	4690214.0
26.0	4397147.0
27.0	5856291.0
28.0	4431018.0
29.0	4376009.0
30.0	1.0351099E7
31.0	5180700.0
32.0	5266551.0
33.0	6153921.0
34.0	5547094.0
35.0	5615605.0
36.0	6067449.0
37.0	5741739.0
38.0	5518127.0
39.0	5936661.0
40.0	1.5744666E7
41.0	6809902.0
42.0	7181309.0
43.0	7333040.0
44.0	6886320.0
45.0	9762812.0
46.0	7976737.0
47.0	8147799.0
48.0	1.0015321E7
49.0	7822125.0
50.0	1.2061146E7
51.0	8764283.0
52.0	8829302.0
53.0	1.1218294E7
54.0	9132409.0
55.0	1.0559745E7
56.0	1.0612092E7
57.0	1.0052816E7
58.0	9370736.0
59.0	9175040.0
60.0	1.946840362E9
