#Duplication rate	Coverage
1.0	5.412269E7
2.0	2524230.0
3.0	259067.0
4.0	73799.0
5.0	32985.0
6.0	20873.0
7.0	14009.0
8.0	10531.0
9.0	8212.0
10.0	6654.0
11.0	5612.0
12.0	4915.0
13.0	4215.0
14.0	3709.0
15.0	3367.0
16.0	3124.0
17.0	2745.0
18.0	2585.0
19.0	2458.0
20.0	2192.0
21.0	2052.0
22.0	1927.0
23.0	1765.0
24.0	1623.0
25.0	1478.0
26.0	1349.0
27.0	1201.0
28.0	1047.0
29.0	968.0
30.0	956.0
31.0	809.0
32.0	718.0
33.0	691.0
34.0	554.0
35.0	530.0
36.0	466.0
37.0	429.0
38.0	377.0
39.0	331.0
40.0	319.0
41.0	257.0
42.0	282.0
43.0	198.0
44.0	193.0
45.0	156.0
46.0	156.0
47.0	129.0
48.0	116.0
49.0	120.0
50.0	1698.0
