#Coverage (X)	Coverage
1.0	97.89449173367474
2.0	93.2821130402184
3.0	85.3545966846036
4.0	74.60825078668873
5.0	62.28940452951402
6.0	49.87842321436314
7.0	38.60903053568228
8.0	29.20337221772982
9.0	21.876638990681386
10.0	16.481424883488387
11.0	12.6731357230112
12.0	10.064639930233682
13.0	8.303620257744896
14.0	7.112578771041626
15.0	6.288834445638045
16.0	5.696039226821924
17.0	5.247498237230445
18.0	4.888321292517816
19.0	4.5874681145236735
20.0	4.326631045062513
21.0	4.094770873374813
22.0	3.8845543479314983
23.0	3.6913564224450255
24.0	3.513136969113148
25.0	3.348495361662046
26.0	3.1953535066226664
27.0	3.0524223087988247
28.0	2.9190358348687084
29.0	2.7941256489010016
30.0	2.6772623728823532
31.0	2.56758569814923
32.0	2.4644284344833665
33.0	2.367153298408894
34.0	2.275229990519719
35.0	2.1882949350292336
36.0	2.10584807198164
37.0	2.0278685886501506
38.0	1.953667853641491
39.0	1.8830470924763034
40.0	1.8158917797059928
41.0	1.7519599257932867
42.0	1.6908969750320892
43.0	1.6323412369805084
44.0	1.5763727833369359
45.0	1.5228703605599492
46.0	1.4715733474705246
47.0	1.4226708330517255
48.0	1.3758246012515514
49.0	1.3309565396513676
50.0	1.287755196700374
51.0	1.2463697364350708
