#Duplication rate	Coverage
1.0	1.21498938E8
2.0	1.3399154E7
3.0	2320749.0
4.0	740857.0
5.0	305302.0
6.0	162494.0
7.0	94516.0
8.0	61907.0
9.0	42426.0
10.0	31227.0
11.0	22914.0
12.0	18216.0
13.0	14346.0
14.0	11770.0
15.0	9638.0
16.0	8320.0
17.0	6959.0
18.0	6087.0
19.0	5240.0
20.0	4552.0
21.0	3939.0
22.0	3543.0
23.0	3263.0
24.0	3049.0
25.0	2531.0
26.0	2364.0
27.0	2086.0
28.0	1931.0
29.0	1684.0
30.0	1609.0
31.0	1514.0
32.0	1401.0
33.0	1186.0
34.0	1161.0
35.0	1054.0
36.0	987.0
37.0	933.0
38.0	884.0
39.0	809.0
40.0	734.0
41.0	672.0
42.0	638.0
43.0	601.0
44.0	607.0
45.0	536.0
46.0	516.0
47.0	503.0
48.0	459.0
49.0	412.0
50.0	14660.0
