#Mapping quality	mapping quality
0.0	4.0263421E7
1.0	6501837.0
2.0	5670181.0
3.0	5294143.0
4.0	4822816.0
5.0	4579016.0
6.0	4527602.0
7.0	4151310.0
8.0	4241388.0
9.0	4148130.0
10.0	4264819.0
11.0	3918884.0
12.0	4029660.0
13.0	4423403.0
14.0	3854525.0
15.0	4228753.0
16.0	4153837.0
17.0	4051822.0
18.0	4152853.0
19.0	4067307.0
20.0	5373545.0
21.0	4459801.0
22.0	4549919.0
23.0	4554013.0
24.0	4916586.0
25.0	5007957.0
26.0	5078706.0
27.0	5355224.0
28.0	5208546.0
29.0	5233568.0
30.0	7502289.0
31.0	5804682.0
32.0	6011854.0
33.0	6419652.0
34.0	6360442.0
35.0	6495363.0
36.0	7256209.0
37.0	6933465.0
38.0	6957557.0
39.0	6985885.0
40.0	1.1166404E7
41.0	7724641.0
42.0	8472279.0
43.0	8215047.0
44.0	8415623.0
45.0	1.107327E7
46.0	9571551.0
47.0	9128242.0
48.0	1.2168179E7
49.0	9832563.0
50.0	1.3873231E7
51.0	1.2895932E7
52.0	1.3398612E7
53.0	1.4673793E7
54.0	1.4880632E7
55.0	1.6654118E7
56.0	1.8423346E7
57.0	2.060475E7
58.0	2.3454112E7
59.0	2.4075267E7
60.0	2.164486805E9
