#Duplication rate	Coverage
1.0	1.47869891E8
2.0	1.8602885E7
3.0	3516295.0
4.0	1161402.0
5.0	485787.0
6.0	260059.0
7.0	152222.0
8.0	100081.0
9.0	68237.0
10.0	50369.0
11.0	37474.0
12.0	29308.0
13.0	23304.0
14.0	18957.0
15.0	15377.0
16.0	12912.0
17.0	10986.0
18.0	9191.0
19.0	8030.0
20.0	6989.0
21.0	6279.0
22.0	5491.0
23.0	4972.0
24.0	4365.0
25.0	3985.0
26.0	3718.0
27.0	3267.0
28.0	3104.0
29.0	2811.0
30.0	2568.0
31.0	2352.0
32.0	2222.0
33.0	2015.0
34.0	1988.0
35.0	1820.0
36.0	1680.0
37.0	1553.0
38.0	1510.0
39.0	1420.0
40.0	1396.0
41.0	1272.0
42.0	1248.0
43.0	1135.0
44.0	1051.0
45.0	1048.0
46.0	980.0
47.0	911.0
48.0	879.0
49.0	831.0
50.0	26904.0
