#Duplication rate	Coverage
1.0	1.1790159E8
2.0	1.1732788E7
3.0	1986264.0
4.0	646866.0
5.0	276161.0
6.0	151224.0
7.0	91286.0
8.0	60708.0
9.0	41801.0
10.0	31277.0
11.0	23785.0
12.0	18533.0
13.0	14826.0
14.0	12318.0
15.0	10084.0
16.0	8656.0
17.0	7364.0
18.0	6355.0
19.0	5516.0
20.0	4864.0
21.0	4252.0
22.0	4017.0
23.0	3483.0
24.0	3065.0
25.0	2866.0
26.0	2524.0
27.0	2238.0
28.0	2075.0
29.0	2003.0
30.0	1812.0
31.0	1575.0
32.0	1550.0
33.0	1313.0
34.0	1269.0
35.0	1213.0
36.0	1079.0
37.0	1039.0
38.0	999.0
39.0	887.0
40.0	803.0
41.0	779.0
42.0	780.0
43.0	689.0
44.0	648.0
45.0	656.0
46.0	557.0
47.0	550.0
48.0	560.0
49.0	519.0
50.0	16910.0
