#Duplication rate	Coverage
1.0	1.30680495E8
2.0	1.5104198E7
3.0	2831283.0
4.0	954074.0
5.0	406119.0
6.0	218371.0
7.0	127644.0
8.0	83941.0
9.0	57809.0
10.0	42121.0
11.0	31664.0
12.0	24209.0
13.0	19066.0
14.0	15522.0
15.0	12884.0
16.0	10749.0
17.0	9058.0
18.0	7883.0
19.0	6746.0
20.0	5988.0
21.0	5222.0
22.0	4724.0
23.0	4096.0
24.0	3684.0
25.0	3312.0
26.0	3071.0
27.0	2766.0
28.0	2627.0
29.0	2333.0
30.0	2148.0
31.0	1904.0
32.0	1807.0
33.0	1736.0
34.0	1666.0
35.0	1605.0
36.0	1436.0
37.0	1256.0
38.0	1230.0
39.0	1107.0
40.0	1025.0
41.0	984.0
42.0	927.0
43.0	891.0
44.0	842.0
45.0	846.0
46.0	747.0
47.0	712.0
48.0	636.0
49.0	694.0
50.0	20032.0
