#Duplication rate	Coverage
1.0	1.60369157E8
2.0	2.3184553E7
3.0	4572785.0
4.0	1583186.0
5.0	664594.0
6.0	360248.0
7.0	211614.0
8.0	139578.0
9.0	95751.0
10.0	69669.0
11.0	52186.0
12.0	41000.0
13.0	32028.0
14.0	26327.0
15.0	21469.0
16.0	17847.0
17.0	14959.0
18.0	12822.0
19.0	10788.0
20.0	9380.0
21.0	8242.0
22.0	7198.0
23.0	6519.0
24.0	5646.0
25.0	5109.0
26.0	4652.0
27.0	4070.0
28.0	3825.0
29.0	3397.0
30.0	3144.0
31.0	2986.0
32.0	2664.0
33.0	2530.0
34.0	2339.0
35.0	2199.0
36.0	2035.0
37.0	1886.0
38.0	1742.0
39.0	1580.0
40.0	1597.0
41.0	1415.0
42.0	1407.0
43.0	1293.0
44.0	1313.0
45.0	1204.0
46.0	1076.0
47.0	1072.0
48.0	1034.0
49.0	1040.0
50.0	31936.0
