#Mapping quality	mapping quality
0.0	3.9201843E7
1.0	6617929.0
2.0	5747441.0
3.0	5355157.0
4.0	4869773.0
5.0	4632441.0
6.0	4556547.0
7.0	4200409.0
8.0	4263499.0
9.0	4160392.0
10.0	4284966.0
11.0	3959744.0
12.0	4042862.0
13.0	4426518.0
14.0	3906162.0
15.0	4224529.0
16.0	4179758.0
17.0	4093882.0
18.0	4211319.0
19.0	4123621.0
20.0	5260422.0
21.0	4514571.0
22.0	4617128.0
23.0	4642427.0
24.0	4987280.0
25.0	5088881.0
26.0	5171151.0
27.0	5430932.0
28.0	5335370.0
29.0	5367780.0
30.0	7160310.0
31.0	5881395.0
32.0	6121208.0
33.0	6486412.0
34.0	6476516.0
35.0	6624397.0
36.0	7290871.0
37.0	7108035.0
38.0	7132590.0
39.0	7158067.0
40.0	1.0729113E7
41.0	7867152.0
42.0	8649695.0
43.0	8390701.0
44.0	8570211.0
45.0	1.0808823E7
46.0	9688201.0
47.0	9302219.0
48.0	1.201082E7
49.0	9991548.0
50.0	1.3614829E7
51.0	1.2945605E7
52.0	1.3572638E7
53.0	1.4681023E7
54.0	1.5355187E7
55.0	1.7049961E7
56.0	1.8697482E7
57.0	2.114125E7
58.0	2.5258266E7
59.0	2.6292857E7
60.0	2.140091731E9
61.0	1.4471931E7
62.0	5644071.0
63.0	1563038.0
64.0	390505.0
65.0	658876.0
66.0	134043.0
67.0	27651.0
68.0	10247.0
69.0	386.0
70.0	83647.0
