#Duplication rate	Coverage
1.0	1.57618797E8
2.0	2.0866641E7
3.0	3933671.0
4.0	1291920.0
5.0	529911.0
6.0	280363.0
7.0	160554.0
8.0	104497.0
9.0	70412.0
10.0	51127.0
11.0	37668.0
12.0	29647.0
13.0	23044.0
14.0	18991.0
15.0	15186.0
16.0	12782.0
17.0	10890.0
18.0	9584.0
19.0	8167.0
20.0	7205.0
21.0	6186.0
22.0	5616.0
23.0	4899.0
24.0	4362.0
25.0	4034.0
26.0	3580.0
27.0	3183.0
28.0	2897.0
29.0	2736.0
30.0	2502.0
31.0	2289.0
32.0	2107.0
33.0	1930.0
34.0	1847.0
35.0	1645.0
36.0	1454.0
37.0	1428.0
38.0	1315.0
39.0	1245.0
40.0	1157.0
41.0	1105.0
42.0	975.0
43.0	959.0
44.0	913.0
45.0	857.0
46.0	817.0
47.0	747.0
48.0	737.0
49.0	663.0
50.0	20815.0
