#Duplication rate	Coverage
1.0	5.3558261E7
2.0	6267436.0
3.0	777137.0
4.0	213424.0
5.0	57800.0
6.0	32589.0
7.0	17840.0
8.0	13020.0
9.0	9845.0
10.0	8126.0
11.0	6688.0
12.0	5902.0
13.0	5179.0
14.0	4478.0
15.0	3867.0
16.0	3569.0
17.0	3187.0
18.0	2880.0
19.0	2570.0
20.0	2252.0
21.0	2005.0
22.0	1915.0
23.0	1690.0
24.0	1536.0
25.0	1337.0
26.0	1283.0
27.0	986.0
28.0	947.0
29.0	856.0
30.0	756.0
31.0	665.0
32.0	562.0
33.0	535.0
34.0	431.0
35.0	404.0
36.0	378.0
37.0	308.0
38.0	281.0
39.0	248.0
40.0	214.0
41.0	194.0
42.0	165.0
43.0	151.0
44.0	156.0
45.0	159.0
46.0	124.0
47.0	135.0
48.0	94.0
49.0	91.0
50.0	1695.0
