#Duplication rate	Coverage
1.0	1.38620137E8
2.0	1.6703581E7
3.0	3121477.0
4.0	1020814.0
5.0	433956.0
6.0	233562.0
7.0	137947.0
8.0	91037.0
9.0	62402.0
10.0	45775.0
11.0	33964.0
12.0	26800.0
13.0	20790.0
14.0	16730.0
15.0	13780.0
16.0	11625.0
17.0	9502.0
18.0	8138.0
19.0	6994.0
20.0	6234.0
21.0	5224.0
22.0	4760.0
23.0	4151.0
24.0	3843.0
25.0	3379.0
26.0	3167.0
27.0	2812.0
28.0	2593.0
29.0	2433.0
30.0	2197.0
31.0	2018.0
32.0	1859.0
33.0	1774.0
34.0	1522.0
35.0	1541.0
36.0	1479.0
37.0	1256.0
38.0	1253.0
39.0	1268.0
40.0	1098.0
41.0	1100.0
42.0	1031.0
43.0	983.0
44.0	924.0
45.0	847.0
46.0	853.0
47.0	771.0
48.0	740.0
49.0	666.0
50.0	22077.0
