#Mapping quality	mapping quality
0.0	3.8245972E7
1.0	6139633.0
2.0	5413567.0
3.0	5151175.0
4.0	4716238.0
5.0	4522081.0
6.0	4476686.0
7.0	4130649.0
8.0	4203883.0
9.0	4113455.0
10.0	4236737.0
11.0	3865570.0
12.0	3977712.0
13.0	4428148.0
14.0	3797482.0
15.0	4194399.0
16.0	4103886.0
17.0	3983809.0
18.0	4085780.0
19.0	3986651.0
20.0	5440112.0
21.0	4391140.0
22.0	4446966.0
23.0	4456076.0
24.0	4819973.0
25.0	4910330.0
26.0	4993270.0
27.0	5298449.0
28.0	5064615.0
29.0	5093276.0
30.0	7527156.0
31.0	5651013.0
32.0	5861441.0
33.0	6302993.0
34.0	6176775.0
35.0	6307215.0
36.0	7041960.0
37.0	6736467.0
38.0	6729375.0
39.0	6771032.0
40.0	1.1377534E7
41.0	7493414.0
42.0	8174045.0
43.0	7964999.0
44.0	8118554.0
45.0	1.0786215E7
46.0	9195472.0
47.0	8761904.0
48.0	1.1636128E7
49.0	9357519.0
50.0	1.3363949E7
51.0	1.205233E7
52.0	1.2397287E7
53.0	1.3854485E7
54.0	1.3413346E7
55.0	1.5362341E7
56.0	1.7412764E7
57.0	1.9403441E7
58.0	2.1788527E7
59.0	2.2164418E7
60.0	2.157758762E9
61.0	1.2520833E7
62.0	6109472.0
63.0	1896642.0
64.0	413885.0
65.0	909863.0
66.0	157231.0
67.0	28365.0
68.0	9626.0
69.0	440.0
70.0	133114.0
