#Duplication rate	Coverage
1.0	7704612.0
2.0	874619.0
3.0	114945.0
4.0	20536.0
5.0	7566.0
6.0	4267.0
7.0	2805.0
8.0	1920.0
9.0	1281.0
10.0	850.0
11.0	592.0
12.0	449.0
13.0	317.0
14.0	223.0
15.0	193.0
16.0	164.0
17.0	107.0
18.0	77.0
19.0	74.0
20.0	62.0
21.0	44.0
22.0	32.0
23.0	33.0
24.0	27.0
25.0	29.0
26.0	19.0
27.0	29.0
28.0	21.0
29.0	20.0
30.0	15.0
31.0	12.0
32.0	16.0
33.0	19.0
34.0	11.0
35.0	12.0
36.0	11.0
37.0	6.0
38.0	7.0
39.0	6.0
40.0	10.0
41.0	6.0
42.0	6.0
43.0	5.0
44.0	1.0
45.0	3.0
46.0	2.0
47.0	0.0
48.0	6.0
49.0	2.0
50.0	62.0
