#Mapping quality	mapping quality
0.0	4.1146706E7
1.0	6949331.0
2.0	6077795.0
3.0	5802381.0
4.0	5231944.0
5.0	4997375.0
6.0	4931428.0
7.0	4559348.0
8.0	4572423.0
9.0	4561023.0
10.0	4536819.0
11.0	4166148.0
12.0	4256813.0
13.0	4770076.0
14.0	4048042.0
15.0	4424302.0
16.0	4363770.0
17.0	4243426.0
18.0	4409554.0
19.0	4309959.0
20.0	5527252.0
21.0	4734931.0
22.0	4780302.0
23.0	4818134.0
24.0	5169577.0
25.0	5289586.0
26.0	5380352.0
27.0	5764526.0
28.0	5499461.0
29.0	5572389.0
30.0	7307275.0
31.0	6117130.0
32.0	6348323.0
33.0	6805658.0
34.0	6724674.0
35.0	6959779.0
36.0	7569863.0
37.0	7499531.0
38.0	7514623.0
39.0	7685957.0
40.0	1.1731119E7
41.0	8471242.0
42.0	9198582.0
43.0	9154339.0
44.0	9405408.0
45.0	1.175541E7
46.0	1.0638526E7
47.0	1.0422952E7
48.0	1.3089058E7
49.0	1.1227121E7
50.0	1.4946914E7
51.0	1.4128818E7
52.0	1.4685297E7
53.0	1.6069217E7
54.0	1.5928977E7
55.0	1.7858078E7
56.0	1.9966602E7
57.0	2.1917933E7
58.0	2.2953827E7
59.0	2.2489233E7
60.0	2.231801416E9
